# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   15       1.149982156705e-10       3.015851911015e-16       1.289707872374e-13       0.000000000000e+00       5.066450192052e-10       4.595942380449e-11      -3.244369927396e-14 
   16       1.163506815985e-10       3.407880368402e-16       1.375375490491e-13       0.000000000000e+00       4.554317052800e-10       4.167915937772e-11      -2.330732141241e-14 
   17       1.178403633194e-10       3.978297100191e-16       1.462534619182e-13       0.000000000000e+00       4.115059645145e-10       3.794538050824e-11      -1.245226736125e-14 
   18       1.194033458824e-10       4.749409099618e-16       1.552980691215e-13       0.000000000000e+00       3.733909983630e-10       3.470640640663e-11      -4.142367192587e-15 
   19       1.210522818328e-10       5.714206986181e-16       1.648160484781e-13       0.000000000000e+00       3.404679610764e-10       3.190909867007e-11       2.278187299790e-17 
   20       1.227822572172e-10       6.853069909815e-16       1.748826338366e-13       0.000000000000e+00       3.114787576168e-10       2.942377045282e-11      -3.851986960451e-16 
   21       1.245910779640e-10       8.166672012367e-16       1.853774179964e-13       0.000000000000e+00       2.859652573497e-10       2.720033493874e-11      -4.046611429310e-15 
   22       1.264477763270e-10       9.659520926042e-16       1.960361128557e-13       0.000000000000e+00       2.633110830173e-10       2.518354281228e-11      -8.706979659693e-15 
   23       1.283619147322e-10       1.133192904719e-15       2.064883508424e-13       0.000000000000e+00       2.432115384479e-10       2.337262004493e-11      -1.277120715214e-14 
   24       1.303330231690e-10       1.318294391531e-15       2.163063493018e-13       0.000000000000e+00       2.252062909149e-10       2.175981746513e-11      -1.489036465154e-14 
   25       1.323547796990e-10       1.522236587905e-15       2.252701962217e-13       0.000000000000e+00       2.090500862337e-10       2.031840151126e-11      -1.494088872131e-14 
   26       1.344064028336e-10       1.746427754380e-15       2.332432733927e-13       0.000000000000e+00       1.944257255193e-10       1.900367100020e-11      -1.334000711743e-14 
   27       1.364973505139e-10       1.992445187791e-15       2.402087607514e-13       0.000000000000e+00       1.812567631353e-10       1.780777200157e-11      -1.078455211028e-14 
   28       1.386311392490e-10       2.262040256065e-15       2.462161436056e-13       0.000000000000e+00       1.693829562362e-10       1.672084303542e-11      -8.266034435672e-15 
   29       1.407975202546e-10       2.556955385891e-15       2.513400725587e-13       0.000000000000e+00       1.585151535032e-10       1.572207538797e-11      -6.806007861344e-15 
   30       1.430025871593e-10       2.878251834799e-15       2.556103731730e-13       0.000000000000e+00       1.485930188248e-10       1.480895765184e-11      -6.464024003326e-15 
   31       1.452469373753e-10       3.226704761179e-15       2.590574180943e-13       0.000000000000e+00       1.395425275023e-10       1.397728978866e-11      -6.932309276276e-15 
   32       1.475214215311e-10       3.603042396455e-15       2.616930697160e-13       0.000000000000e+00       1.312200267176e-10       1.321596861589e-11      -7.819580874103e-15 
   33       1.498258510559e-10       4.008227188669e-15       2.633772126648e-13       0.000000000000e+00       1.235799180122e-10       1.251878840232e-11      -8.799530515338e-15 
   34       1.521547378799e-10       4.443269051484e-15       2.638989096346e-13       0.000000000000e+00       1.165542731137e-10       1.187557137293e-11      -9.504550280943e-15 
   35       1.544977455780e-10       4.909125810013e-15       2.630502208893e-13       0.000000000000e+00       1.100382026386e-10       1.127278151723e-11      -9.592951211644e-15 
   36       1.568625052042e-10       5.406622281253e-15       2.607717284696e-13       0.000000000000e+00       1.040146379365e-10       1.070879834327e-11      -9.135967558010e-15 
   37       1.592582323513e-10       5.936495694152e-15       2.570567409606e-13       0.000000000000e+00       9.846456686721e-11       1.018315659987e-11      -8.366059752051e-15 
   38       1.616888529887e-10       6.499410462397e-15       2.519140371561e-13       0.000000000000e+00       9.332931383240e-11       9.692101294172e-12      -7.580152549004e-15 
   39       1.641537799051e-10       7.095999358889e-15       2.453618859633e-13       0.000000000000e+00       8.853166840548e-11       9.230334590333e-12      -7.067897752987e-15 
   40       1.666521438329e-10       7.727016623208e-15       2.374051964581e-13       0.000000000000e+00       8.405683571670e-11       8.797734223117e-12      -6.856084557099e-15 
   41       1.691789152569e-10       8.393228324246e-15       2.280522672196e-13       0.000000000000e+00       7.989296481535e-11       8.394402073748e-12      -6.884614020479e-15 
   42       1.717230659544e-10       9.095368810936e-15       2.173215752750e-13       0.000000000000e+00       7.600699732329e-11       8.018648055063e-12      -7.073922402813e-15 
   43       1.742725491504e-10       9.834124293522e-15       2.052241907600e-13       0.000000000000e+00       7.235687246409e-11       7.667752992830e-12      -7.339867153892e-15 
   44       1.768323897139e-10       1.061008149518e-14       1.917033372583e-13       0.000000000000e+00       6.893691022019e-11       7.340913754295e-12      -7.647068592047e-15 
   45       1.794113137589e-10       1.142376012548e-14       1.766767910538e-13       0.000000000000e+00       6.574357585394e-11       7.036951566874e-12      -7.969968211539e-15 
   46       1.820165223616e-10       1.227562365509e-14       1.600526587580e-13       0.000000000000e+00       6.276185508396e-11       6.753375975274e-12      -8.277776130010e-15 
   47       1.846534954690e-10       1.316607668837e-14       1.417287121711e-13       0.000000000000e+00       5.996435937211e-11       6.486286104701e-12      -8.534173593037e-15 
   48       1.873256355737e-10       1.409545918130e-14       1.216114054277e-13       0.000000000000e+00       5.731974651044e-11       6.231513033883e-12      -8.708889734749e-15 
   49       1.900335375148e-10       1.506403329853e-14       9.968081747607e-14       0.000000000000e+00       5.482287690811e-11       5.988658090986e-12      -8.816984935944e-15 
   50       1.927751759346e-10       1.607198833731e-14       7.594287330410e-14       0.000000000000e+00       5.247162077510e-11       5.758023262979e-12      -8.890129833034e-15 
   51       1.955458482996e-10       1.711944083888e-14       5.041159069331e-14       0.000000000000e+00       5.025787589101e-11       5.539434930680e-12      -8.965998625781e-15 
   52       1.983379706334e-10       1.820643180007e-14       2.310941927738e-14       0.000000000000e+00       4.816714816252e-11       5.332208453891e-12      -9.088577411239e-15 
   53       2.011439196390e-10       1.933297590871e-14      -5.942597630219e-15       0.000000000000e+00       4.618309640682e-11       5.135440437392e-12      -9.295688287081e-15 
   54       2.039658872660e-10       2.049923053152e-14      -3.675808804261e-14       0.000000000000e+00       4.430350422178e-11       4.949055281170e-12      -9.577085603313e-15 
   55       2.068082041661e-10       2.170536532051e-14      -6.936004922097e-14       0.000000000000e+00       4.252768413959e-11       4.772966020057e-12      -9.906121843013e-15 
   56       2.096744402973e-10       2.295151339940e-14      -1.037715048600e-13       0.000000000000e+00       4.085166635295e-11       4.606749010926e-12      -1.025136611417e-14 
   57       2.125673283876e-10       2.423777075652e-14      -1.400155927474e-13       0.000000000000e+00       3.926798741621e-11       4.449622257067e-12      -1.057637645721e-14 
   58       2.154886873989e-10       2.556419563777e-14      -1.781156524236e-13       0.000000000000e+00       3.776547894630e-11       4.300423732560e-12      -1.083947215245e-14 
   59       2.184396914803e-10       2.693070738237e-14      -2.180887169310e-13       0.000000000000e+00       3.633233841817e-11       4.157928051924e-12      -1.100386946014e-14 
   60       2.214219235914e-10       2.833675687490e-14      -2.599240240219e-13       0.000000000000e+00       3.496665420833e-11       4.021931584947e-12      -1.107135464783e-14 
   61       2.244364317302e-10       2.978157835345e-14      -3.035996606700e-13       0.000000000000e+00       3.366795568278e-11       3.892381477089e-12      -1.105604232578e-14 
   62       2.274833414562e-10       3.126427930395e-14      -3.490885870500e-13       0.000000000000e+00       3.243404801310e-11       3.769049463125e-12      -1.097482066521e-14 
   63       2.305617910663e-10       3.278383644434e-14      -3.963585006059e-13       0.000000000000e+00       3.126091213495e-11       3.651521660847e-12      -1.084747500857e-14 
   64       2.336698667700e-10       3.433909170878e-14      -4.453717001214e-13       0.000000000000e+00       3.014260470650e-11       3.539188364776e-12      -1.069681147989e-14 
   65       2.368055268555e-10       3.592889999313e-14      -4.960923610575e-13       0.000000000000e+00       2.907289610728e-11       3.431415991316e-12      -1.054399759514e-14 
   66       2.399697472804e-10       3.755261777979e-14      -5.485104577424e-13       0.000000000000e+00       2.805081234310e-11       3.328128164083e-12      -1.039315951911e-14 
   67       2.431639283509e-10       3.920971112225e-14      -6.026226794686e-13       0.000000000000e+00       2.707609145511e-11       3.229329811327e-12      -1.024373410053e-14 
   68       2.463889280491e-10       4.089961324001e-14      -6.584255363140e-13       0.000000000000e+00       2.614749857994e-11       3.134930857899e-12      -1.009495404314e-14 
   69       2.496450248719e-10       4.262172474782e-14      -7.159154305197e-13       0.000000000000e+00       2.526277452465e-11       3.044741114106e-12      -9.945837725793e-15 
   70       2.529318806709e-10       4.437541388494e-14      -7.750887278674e-13       0.000000000000e+00       2.441858434172e-11       2.958465164563e-12      -9.795179022484e-15 
   71       2.562485034918e-10       4.616001674443e-14      -8.359418290573e-13       0.000000000000e+00       2.361046590404e-11       2.875697257050e-12      -9.641537122499e-15 
   72       2.595938614653e-10       4.797476371844e-14      -8.984662112198e-13       0.000000000000e+00       2.283397667613e-11       2.796029286820e-12      -9.483910326750e-15 
   73       2.629689434789e-10       4.981854197931e-14      -9.626322919486e-13       0.000000000000e+00       2.208850314379e-11       2.719410104158e-12      -9.323929791409e-15 
   74       2.663750287380e-10       5.169008760875e-14      -1.028402582539e-12       0.000000000000e+00       2.137409307572e-11       2.645846260361e-12      -9.164070437113e-15 
   75       2.698130488440e-10       5.358805391168e-14      -1.095736400701e-12       0.000000000000e+00       2.069029845695e-11       2.575292537201e-12      -9.007009626564e-15 
   76       2.732835654984e-10       5.551100996088e-14      -1.164589827095e-12       0.000000000000e+00       2.003615141990e-11       2.507649417863e-12      -8.855632600525e-15 
   77       2.767867482063e-10       5.745743914168e-14      -1.234915661879e-12       0.000000000000e+00       1.941014017542e-11       2.442760557889e-12      -8.713037913797e-15 
   78       2.803223519801e-10       5.942573769672e-14      -1.306663381244e-12       0.000000000000e+00       1.881018494388e-11       2.380410256119e-12      -8.582542871215e-15 
   79       2.838896950435e-10       6.141421327059e-14      -1.379779093955e-12       0.000000000000e+00       1.823361388620e-11       2.320320925632e-12      -8.467688963629e-15 
   80       2.874880728340e-10       6.342115462971e-14      -1.454208679905e-12       0.000000000000e+00       1.767782624576e-11       2.262223562003e-12      -8.371316356093e-15 
   81       2.911181318653e-10       6.544505796736e-14      -1.529907929089e-12       0.000000000000e+00       1.714246735427e-11       2.206088805648e-12      -8.292590290888e-15 
   82       2.947806948730e-10       6.748443742745e-14      -1.606834092331e-12       0.000000000000e+00       1.662758918075e-11       2.151931578194e-12      -8.229465777285e-15 
   83       2.984763317098e-10       6.953775728506e-14      -1.684942870894e-12       0.000000000000e+00       1.613298550209e-11       2.099740490187e-12      -8.179561050156e-15 
   84       3.022053451283e-10       7.160343180915e-14      -1.764188431951e-12       0.000000000000e+00       1.565818056026e-11       2.049476663834e-12      -8.140145766187e-15 
   85       3.059677565652e-10       7.367982512533e-14      -1.844523424046e-12       0.000000000000e+00       1.520241771946e-11       2.001072555747e-12      -8.108129200096e-15 
   86       3.097632919236e-10       7.576525107863e-14      -1.925898992563e-12       0.000000000000e+00       1.476464812334e-11       1.954430779685e-12      -8.080048440841e-15 
   87       3.135913673571e-10       7.785797309626e-14      -2.008264795194e-12       0.000000000000e+00       1.434351935215e-11       1.909422929303e-12      -8.052056587833e-15 
   88       3.174510750526e-10       7.995620405036e-14      -2.091569017404e-12       0.000000000000e+00       1.393736407994e-11       1.865888400890e-12      -8.019910947154e-15 
   89       3.213415159302e-10       8.205812735529e-14      -2.175758046515e-12       0.000000000000e+00       1.354459693472e-11       1.823673788811e-12      -7.979907619575e-15 
   90       3.252628885425e-10       8.416196435142e-14      -2.260775401656e-12       0.000000000000e+00       1.316500114939e-11       1.782760720300e-12      -7.931879010046e-15 
   91       3.292155455894e-10       8.626591728799e-14      -2.346562663672e-12       0.000000000000e+00       1.279862378532e-11       1.743155998090e-12      -7.876646969899e-15 
   92       3.331996533150e-10       8.836814920789e-14      -2.433059811772e-12       0.000000000000e+00       1.244538034239e-11       1.704852251389e-12      -7.815120604962e-15 
   93       3.372151824876e-10       9.046678412858e-14      -2.520205233880e-12       0.000000000000e+00       1.210504953157e-11       1.667827366458e-12      -7.748298649929e-15 
   94       3.412618993805e-10       9.255990722295e-14      -2.607935736989e-12       0.000000000000e+00       1.177726804751e-11       1.632043917183e-12      -7.677271842724e-15 
   95       3.453393567526e-10       9.464556500018e-14      -2.696186557511e-12       0.000000000000e+00       1.146152534112e-11       1.597448595652e-12      -7.603225298870e-15 
   96       3.494468848288e-10       9.672176548665e-14      -2.784891371634e-12       0.000000000000e+00       1.115715839215e-11       1.563971642726e-12      -7.527440885859e-15 
   97       3.535835822806e-10       9.878647840682e-14      -2.873982305667e-12       0.000000000000e+00       1.086334648179e-11       1.531526278616e-12      -7.451299597516e-15 
   98       3.577483072069e-10       1.008376353641e-13      -2.963389946399e-12       0.000000000000e+00       1.057910596522e-11       1.500008133455e-12      -7.376283928370e-15 
   99       3.619399629091e-10       1.028731770888e-13      -3.053044317722e-12       0.000000000000e+00       1.030351562235e-11       1.469320243111e-12      -7.303680927474e-15 
  100       3.661584208999e-10       1.048912024273e-13      -3.142877945976e-12       0.000000000000e+00       1.003644042983e-11       1.439453307219e-12      -7.233638236111e-15 
  101       3.704037124838e-10       1.068898408900e-13      -3.232823250035e-12       0.000000000000e+00       9.777901071029e-12       1.410415794067e-12      -7.165978134812e-15 
  102       3.746757402480e-10       1.088672082091e-13      -3.322811635554e-12       0.000000000000e+00       9.527850101972e-12       1.382209133267e-12      -7.100483697795e-15 
  103       3.789742726167e-10       1.108214070897e-13      -3.412773517035e-12       0.000000000000e+00       9.286169518774e-12       1.354827456204e-12      -7.036897539195e-15 
  104       3.832989384042e-10       1.127505279611e-13      -3.502638339887e-12       0.000000000000e+00       9.052668325130e-12       1.328257336499e-12      -6.974920559310e-15 
  105       3.876492213697e-10       1.146526497287e-13      -3.592334602497e-12       0.000000000000e+00       8.827080099781e-12       1.302477530462e-12      -6.914210690842e-15 
  106       3.920244547701e-10       1.165258405249e-13      -3.681789878290e-12       0.000000000000e+00       8.609060563980e-12       1.277458717547e-12      -6.854381645131e-15 
  107       3.964238159146e-10       1.183681584606e-13      -3.770930837795e-12       0.000000000000e+00       8.398185148969e-12       1.253163240807e-12      -6.795001658399e-15 
  108       4.008463207184e-10       1.201776523767e-13      -3.859683270711e-12       0.000000000000e+00       8.193946563446e-12       1.229544847357e-12      -6.735592237989e-15 
  109       4.052908182562e-10       1.219523625955e-13      -3.947972107970e-12       0.000000000000e+00       7.995752361034e-12       1.206548428821e-12      -6.675626908605e-15 
  110       4.097561845826e-10       1.236903704435e-13      -4.035722110125e-12       0.000000000000e+00       7.803058466906e-12       1.184122763100e-12      -6.614635622139e-15 
  111       4.142419440693e-10       1.253899524110e-13      -4.122859985291e-12       0.000000000000e+00       7.615794398601e-12       1.162261149849e-12      -6.552535863922e-15 
  112       4.187477177631e-10       1.270494472200e-13      -4.209312584810e-12       0.000000000000e+00       7.433988165103e-12       1.140965513934e-12      -6.489341771694e-15 
  113       4.232730277803e-10       1.286672100321e-13      -4.295006289444e-12       0.000000000000e+00       7.257634088525e-12       1.120233738740e-12      -6.425062047112e-15 
  114       4.278172938189e-10       1.302416136800e-13      -4.379867037983e-12       0.000000000000e+00       7.086691707789e-12       1.100059534413e-12      -6.359699740449e-15 
  115       4.323798296707e-10       1.317710498978e-13      -4.463820355865e-12       0.000000000000e+00       6.921084682301e-12       1.080432306083e-12      -6.293252035300e-15 
  116       4.369598397333e-10       1.332539305517e-13      -4.546791383787e-12       0.000000000000e+00       6.760699695630e-12       1.061337022104e-12      -6.225710033282e-15 
  117       4.415564155228e-10       1.346886888709e-13      -4.628704906317e-12       0.000000000000e+00       6.605385359189e-12       1.042754082285e-12      -6.157058538738e-15 
  118       4.461685321859e-10       1.360737806783e-13      -4.709485380510e-12       0.000000000000e+00       6.454951115907e-12       1.024659186122e-12      -6.087275843438e-15 
  119       4.507950450117e-10       1.374076856210e-13      -4.789056964516e-12       0.000000000000e+00       6.309166143913e-12       1.007023201032e-12      -6.016333511284e-15 
  120       4.554346859445e-10       1.386889084013e-13      -4.867343546202e-12       0.000000000000e+00       6.167758260211e-12       9.898120305845e-13      -5.944196163010e-15 
  121       4.600860600956e-10       1.399159800073e-13      -4.944268771757e-12       0.000000000000e+00       6.030412824360e-12       9.729864827381e-13      -5.870821260887e-15 
  122       4.647476422560e-10       1.410874589434e-13      -5.019756074309e-12       0.000000000000e+00       5.896771642150e-12       9.565021380696e-13      -5.796158893424e-15 
  123       4.694179601989e-10       1.422019802367e-13      -5.093729610986e-12       0.000000000000e+00       5.766510260513e-12       9.403198874973e-13      -5.720195924425e-15 
  124       4.740961758639e-10       1.432584062086e-13      -5.166117135038e-12       0.000000000000e+00       5.639582242130e-12       9.244391968809e-13      -5.643094641726e-15 
  125       4.787815646783e-10       1.442556954237e-13      -5.236847509129e-12       0.000000000000e+00       5.516001018119e-12       9.088684333902e-13      -5.565069705114e-15 
  126       4.834733327493e-10       1.451928580564e-13      -5.305849861838e-12       0.000000000000e+00       5.395763535715e-12       8.936144909737e-13      -5.486345341012e-15 
  127       4.881706148460e-10       1.460689574975e-13      -5.373053623419e-12       0.000000000000e+00       5.278849778724e-12       8.786827425371e-13      -5.407155476236e-15 
  128       4.928724723807e-10       1.468831119603e-13      -5.438388561560e-12       0.000000000000e+00       5.165222287960e-12       8.640769921220e-13      -5.327743871747e-15 
  129       4.975778913915e-10       1.476344960881e-13      -5.501784817148e-12       0.000000000000e+00       5.054825681697e-12       8.497994270842e-13      -5.248364256406e-15 
  130       5.022857805237e-10       1.483223425597e-13      -5.563172940026e-12       0.000000000000e+00       4.947586176117e-12       8.358505702728e-13      -5.169280460724e-15 
  131       5.069949690116e-10       1.489459436971e-13      -5.622483924756e-12       0.000000000000e+00       4.843411105748e-12       8.222292322085e-13      -5.090766550619e-15 
  132       5.117042046607e-10       1.495046530713e-13      -5.679649246377e-12       0.000000000000e+00       4.742188443920e-12       8.089324632624e-13      -5.013106961169e-15 
  133       5.164121518293e-10       1.499978871091e-13      -5.734600896171e-12       0.000000000000e+00       4.643786323204e-12       7.959555058346e-13      -4.936596630360e-15 
  134       5.211173894106e-10       1.504251267001e-13      -5.787271417418e-12       0.000000000000e+00       4.548052555863e-12       7.832917465327e-13      -4.861541132849e-15 
  135       5.258184088141e-10       1.507859188028e-13      -5.837593941161e-12       0.000000000000e+00       4.454814154293e-12       7.709326683508e-13      -4.788256813709e-15 
  136       5.305136119482e-10       1.510798780515e-13      -5.885502221965e-12       0.000000000000e+00       4.363876851476e-12       7.588678028476e-13      -4.717070922184e-15 
  137       5.352014486355e-10       1.513067163641e-13      -5.930931309619e-12       0.000000000000e+00       4.275066327689e-12       7.470868721850e-13      -4.648244252665e-15 
  138       5.398808491818e-10       1.514663318231e-13      -5.973819566997e-12       0.000000000000e+00       4.188357720563e-12       7.355865666359e-13      -4.581729749832e-15 
  139       5.445508329512e-10       1.515587320810e-13      -6.014106929780e-12       0.000000000000e+00       4.103758669754e-12       7.243643810004e-13      -4.517389061486e-15 
  140       5.492103718258e-10       1.515840089522e-13      -6.051734328677e-12       0.000000000000e+00       4.021268600306e-12       7.134164540680e-13      -4.455067435251e-15 
  141       5.538583890720e-10       1.515423401967e-13      -6.086643729224e-12       0.000000000000e+00       3.940878507816e-12       7.027375346945e-13      -4.394593360466e-15 
  142       5.584937582081e-10       1.514339913051e-13      -6.118778171579e-12       0.000000000000e+00       3.862570743592e-12       6.923209478809e-13      -4.335778210079e-15 
  143       5.631153018707e-10       1.512593172825e-13      -6.148081810319e-12       0.000000000000e+00       3.786318799826e-12       6.821585608512e-13      -4.278415882534e-15 
  144       5.677217906815e-10       1.510187644330e-13      -6.174499954242e-12       0.000000000000e+00       3.712087094748e-12       6.722407491306e-13      -4.222282443668e-15 
  145       5.723119421148e-10       1.507128721442e-13      -6.197979106156e-12       0.000000000000e+00       3.639830757799e-12       6.625563626232e-13      -4.167135768602e-15 
  146       5.768844193637e-10       1.503422746709e-13      -6.218467002686e-12       0.000000000000e+00       3.569495414788e-12       6.530926916907e-13      -4.112715183628e-15 
  147       5.814378302073e-10       1.499077029205e-13      -6.235912654061e-12       0.000000000000e+00       3.501016973060e-12       6.438354332301e-13      -4.058741108109e-15 
  148       5.859707258776e-10       1.494099862363e-13      -6.250266383922e-12       0.000000000000e+00       3.434321406659e-12       6.347686567520e-13      -4.004914696363e-15 
  149       5.904815999261e-10       1.488500541823e-13      -6.261479869108e-12       0.000000000000e+00       3.369324541489e-12       6.258747704583e-13      -3.950917479559e-15 
  150       5.949688870911e-10       1.482289383277e-13      -6.269506179465e-12       0.000000000000e+00       3.305931840483e-12       6.171344873209e-13      -3.896411007609e-15 
  151       5.994309621642e-10       1.475477740308e-13      -6.274299817632e-12       0.000000000000e+00       3.244038188764e-12       6.085267911592e-13      -3.841036491059e-15 
  152       6.038661388576e-10       1.468078022237e-13      -6.275816758847e-12       0.000000000000e+00       3.183527678807e-12       6.000289027186e-13      -3.784414442979e-15 
  153       6.082727934751e-10       1.460103553392e-13      -6.274014733499e-12       0.000000000000e+00       3.124297580617e-12       5.916214732332e-13      -3.726233710393e-15 
  154       6.126497512454e-10       1.451568098649e-13      -6.268854020592e-12       0.000000000000e+00       3.066333211064e-12       5.833047796232e-13      -3.666528632700e-15 
  155       6.169959339005e-10       1.442486327611e-13      -6.260296804247e-12       0.000000000000e+00       3.009639645467e-12       5.750839767631e-13      -3.605427078693e-15 
  156       6.213102376045e-10       1.432873986113e-13      -6.248306978261e-12       0.000000000000e+00       2.954218067052e-12       5.669639980336e-13      -3.543063468394e-15 
  157       6.255915324562e-10       1.422747913257e-13      -6.232850187139e-12       0.000000000000e+00       2.900065675285e-12       5.589495480227e-13      -3.479578870200e-15 
  158       6.298386619914e-10       1.412126058447e-13      -6.213893867129e-12       0.000000000000e+00       2.847175594214e-12       5.510450952273e-13      -3.415121098030e-15 
  159       6.340504426859e-10       1.401027498424e-13      -6.191407287254e-12       0.000000000000e+00       2.795536780802e-12       5.432548647546e-13      -3.349844808476e-15 
  160       6.382256634575e-10       1.389472454304e-13      -6.165361590350e-12       0.000000000000e+00       2.745133933264e-12       5.355828310233e-13      -3.283911597948e-15 
  161       6.423630851684e-10       1.377482308614e-13      -6.135729834092e-12       0.000000000000e+00       2.695947399406e-12       5.280327104651e-13      -3.217490099825e-15 
  162       6.464614401285e-10       1.365079622325e-13      -6.102487032037e-12       0.000000000000e+00       2.647953084962e-12       5.206079542264e-13      -3.150756081598e-15 
  163       6.505194315971e-10       1.352288151889e-13      -6.065610194649e-12       0.000000000000e+00       2.601122361928e-12       5.133117408690e-13      -3.083892542024e-15 
  164       6.545357332855e-10       1.339132866276e-13      -6.025078370338e-12       0.000000000000e+00       2.555421976901e-12       5.061469690722e-13      -3.017089808269e-15 
  165       6.585089888600e-10       1.325639964007e-13      -5.980872686492e-12       0.000000000000e+00       2.510813959415e-12       4.991162503336e-13      -2.950545633060e-15 
  166       6.624378114439e-10       1.311836890193e-13      -5.932976390509e-12       0.000000000000e+00       2.467255530278e-12       4.922219016711e-13      -2.884465291828e-15 
  167       6.663207831203e-10       1.297752353570e-13      -5.881374890834e-12       0.000000000000e+00       2.424699009911e-12       4.854659383237e-13      -2.819061679862e-15 
  168       6.701564544344e-10       1.283416343531e-13      -5.826055797991e-12       0.000000000000e+00       2.383091726681e-12       4.788500664533e-13      -2.754555409452e-15 
  169       6.739433438961e-10       1.268860147167e-13      -5.767008965615e-12       0.000000000000e+00       2.342375925240e-12       4.723756758459e-13      -2.691174907038e-15 
  170       6.776799374826e-10       1.254116366299e-13      -5.704226531488e-12       0.000000000000e+00       2.302488674862e-12       4.660438326129e-13      -2.629156510362e-15 
  171       6.813647869435e-10       1.239217951002e-13      -5.637702220615e-12       0.000000000000e+00       2.263374607097e-12       4.598549452994e-13      -2.568694525185e-15 
  172       6.849968149573e-10       1.224195174062e-13      -5.567429103342e-12       0.000000000000e+00       2.225025512458e-12       4.538077472464e-13      -2.509786519026e-15 
  173       6.885750345843e-10       1.209078435717e-13      -5.493401728067e-12       0.000000000000e+00       2.187443885073e-12       4.479002149956e-13      -2.452375253950e-15 
  174       6.920984526607e-10       1.193899237385e-13      -5.415616880108e-12       0.000000000000e+00       2.150630351533e-12       4.421298786791e-13      -2.396397459648e-15 
  175       6.955660697040e-10       1.178690194691e-13      -5.334073619725e-12       0.000000000000e+00       2.114583631567e-12       4.364938133882e-13      -2.341783726426e-15 
  176       6.989768798185e-10       1.163485050485e-13      -5.248773320144e-12       0.000000000000e+00       2.079300498726e-12       4.309886305420e-13      -2.288458398184e-15 
  177       7.023298706012e-10       1.148318687872e-13      -5.159719705579e-12       0.000000000000e+00       2.044775741065e-12       4.256104692569e-13      -2.236339465404e-15 
  178       7.056240230473e-10       1.133227143227e-13      -5.066918889256e-12       0.000000000000e+00       2.011002121818e-12       4.203549877150e-13      -2.185338458132e-15 
