# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  271       6.697780864091e-10       6.183992093608e-13       1.270000976077e-11       3.322275591989e-15       5.511237756454e-13       1.077184837163e-13       1.494557920141e-15 
  272       6.660933946673e-10       6.357364472448e-13       1.286799982837e-11       3.343771763725e-15       5.447904333835e-13       1.063501986370e-13       1.515585917120e-15 
  273       6.623603989339e-10       6.533564085027e-13       1.303265705050e-11       3.365203191062e-15       5.385523720789e-13       1.049978666227e-13       1.536212099217e-15 
  274       6.585804977432e-10       6.712567591877e-13       1.319388657128e-11       3.386567558390e-15       5.324062864283e-13       1.036606360863e-13       1.556446531196e-15 
  275       6.547551217477e-10       6.894350294860e-13       1.335159288558e-11       3.407862542769e-15       5.263486868902e-13       1.023376140988e-13       1.576299831754e-15 
  276       6.508857339217e-10       7.078886123685e-13       1.350567984003e-11       3.429085814027e-15       5.203758976694e-13       1.010278659479e-13       1.595783179418e-15 
  277       6.469738297654e-10       7.266147622416e-13       1.365605063410e-11       3.450235034853e-15       5.144840547022e-13       9.973041469688e-14       1.614908318441e-15 
  278       6.430209375088e-10       7.456105935978e-13       1.380260782114e-11       3.471307860892e-15       5.086691036413e-13       9.844424074343e-14       1.633687564691e-15 
  279       6.390285367092e-10       7.648729766123e-13       1.394526102369e-11       3.492302146849e-15       5.029275665973e-13       9.716849181249e-14       1.652131697518e-15 
  280       6.349978089576e-10       7.843982207191e-13       1.408395051970e-11       3.513216576430e-15       4.972588904806e-13       9.590312588562e-14       1.670243502284e-15 
  281       6.309298746538e-10       8.041823720129e-13       1.421862488034e-11       3.534050065221e-15       4.916632163986e-13       9.464830072143e-14       1.688023904763e-15 
  282       6.268258735279e-10       8.242213133272e-13       1.434923337864e-11       3.554801558029e-15       4.861406210267e-13       9.340416630424e-14       1.705474057678e-15 
  283       6.226869647184e-10       8.445107627265e-13       1.447572600241e-11       3.575470029290e-15       4.806911157749e-13       9.217086472602e-14       1.722595343348e-15 
  284       6.185143268511e-10       8.650462719997e-13       1.459805346713e-11       3.596054483480e-15       4.753146459527e-13       9.094853006844e-14       1.739389376336e-15 
  285       6.143091581174e-10       8.858232251520e-13       1.471616722887e-11       3.616553955528e-15       4.700110899354e-13       8.973728828488e-14       1.755858006100e-15 
  286       6.100726763526e-10       9.068368368979e-13       1.483001949718e-11       3.636967511225e-15       4.647802583299e-13       8.853725708247e-14       1.772003319638e-15 
  287       6.058061191152e-10       9.280821511539e-13       1.493956324798e-11       3.657294247635e-15       4.596218931401e-13       8.734854580405e-14       1.787827644137e-15 
  288       6.015107437647e-10       9.495540395310e-13       1.504475223650e-11       3.677533293508e-15       4.545356669332e-13       8.617125531021e-14       1.803333549620e-15 
  289       5.971878275405e-10       9.712471998273e-13       1.514554101015e-11       3.697683809687e-15       4.495211820049e-13       8.500547786130e-14       1.818523851595e-15 
  290       5.928386676401e-10       9.931561545211e-13       1.524188492145e-11       3.717744989524e-15       4.445779695457e-13       8.385129699945e-14       1.833401613705e-15 
  291       5.884645812983e-10       1.015275249263e-12       1.533374014089e-11       3.737716059286e-15       4.397054888063e-13       8.270878743058e-14       1.847970150370e-15 
  292       5.840669058651e-10       1.037598651368e-12       1.542106366990e-11       3.757596278569e-15       4.349031262636e-13       8.157801490641e-14       1.862233029442e-15 
  293       5.796469988843e-10       1.060120348310e-12       1.550381335368e-11       3.777384940707e-15       4.301701947865e-13       8.045903610647e-14       1.876194074847e-15 
  294       5.752062381725e-10       1.082834146213e-12       1.558194789416e-11       3.797081373185e-15       4.255059328015e-13       7.935189852010e-14       1.889857369238e-15 
  295       5.707460218972e-10       1.105733668344e-12       1.565542686288e-11       3.816684938047e-15       4.209095034584e-13       7.825664032851e-14       1.903227256639e-15 
  296       5.662677686554e-10       1.128812353605e-12       1.572421071388e-11       3.836195032311e-15       4.163799937967e-13       7.717329028672e-14       1.916308345094e-15 
  297       5.617729175524e-10       1.152063455028e-12       1.578826079663e-11       3.855611088376e-15       4.119164139104e-13       7.610186760566e-14       1.929105509318e-15 
  298       5.572629282800e-10       1.175480038265e-12       1.584753936893e-11       3.874932574435e-15       4.075176961147e-13       7.504238183410e-14       1.941623893339e-15 
  299       5.527392811953e-10       1.199054980081e-12       1.590200960978e-11       3.894158994883e-15       4.031826941113e-13       7.399483274071e-14       1.953868913152e-15 
  300       5.482034773990e-10       1.222780966848e-12       1.595163563232e-11       3.913289890734e-15       3.989101821540e-13       7.295921019607e-14       1.965846259364e-15 
  301       5.436570388142e-10       1.246650493037e-12       1.599638249673e-11       3.932324840026e-15       3.946988542152e-13       7.193549405468e-14       1.977561899842e-15 
  302       5.391015082647e-10       1.270655859712e-12       1.603621622311e-11       3.951263458234e-15       3.905473231509e-13       7.092365403694e-14       1.989022082360e-15 
  303       5.345384495537e-10       1.294789173019e-12       1.607110380441e-11       3.970105398681e-15       3.864541198668e-13       6.992364961121e-14       2.000233337251e-15 
  304       5.299694475423e-10       1.319042342681e-12       1.610101321930e-11       3.988850352949e-15       3.824176924843e-13       6.893542987581e-14       2.011202480049e-15 
  305       5.253961082281e-10       1.343407080491e-12       1.612591344512e-11       4.007498051290e-15       3.784364055058e-13       6.795893344101e-14       2.021936614144e-15 
  306       5.208200588234e-10       1.367874898807e-12       1.614577447074e-11       4.026048263036e-15       3.745085389810e-13       6.699408831107e-14       2.032443133421e-15 
  307       5.162429478342e-10       1.392437109036e-12       1.616056730948e-11       4.044500797010e-15       3.706322876722e-13       6.604081176623e-14       2.042729724919e-15 
  308       5.116664451385e-10       1.417084820138e-12       1.617026401201e-11       4.062855501940e-15       3.668057602205e-13       6.509901024476e-14       2.052804371469e-15 
  309       5.070922420649e-10       1.441808937111e-12       1.617483767927e-11       4.081112266863e-15       3.630269783111e-13       6.416857922491e-14       2.062675354347e-15 
  310       5.025220514712e-10       1.466600159484e-12       1.617426247536e-11       4.099271021545e-15       3.592938758397e-13       6.324940310699e-14       2.072351255921e-15 
  311       4.979576078225e-10       1.491448979815e-12       1.616851364043e-11       4.117331736884e-15       3.556042980776e-13       6.234135509535e-14       2.081840962299e-15 
  312       4.934005490009e-10       1.516346168351e-12       1.615757189993e-11       4.135294514758e-15       3.519564059533e-13       6.144432047700e-14       2.091151440801e-15 
  313       4.888520555096e-10       1.541284254980e-12       1.614143689204e-11       4.153159861327e-15       3.483499113382e-13       6.055826789340e-14       2.100280952962e-15 
  314       4.843131946810e-10       1.566256113101e-12       1.612011438846e-11       4.170928427212e-15       3.447848974481e-13       5.968318114515e-14       2.109225531788e-15 
  315       4.797850373705e-10       1.591254478739e-12       1.609361197250e-11       4.188600919730e-15       3.412614185599e-13       5.881903600470e-14       2.117981178453e-15 
  316       4.752686578898e-10       1.616271949639e-12       1.606193905736e-11       4.206178103405e-15       3.377794996757e-13       5.796580012708e-14       2.126543862213e-15 
  317       4.707651339400e-10       1.641300984353e-12       1.602510690447e-11       4.223660800499e-15       3.343391361860e-13       5.712343296066e-14       2.134909520322e-15 
  318       4.662755465449e-10       1.666333901334e-12       1.598312864175e-11       4.241049891525e-15       3.309402935336e-13       5.629188565794e-14       2.143074057943e-15 
  319       4.618009799841e-10       1.691362878022e-12       1.593601928198e-11       4.258346315773e-15       3.275829068768e-13       5.547110098629e-14       2.151033348061e-15 
  320       4.573425217263e-10       1.716379949935e-12       1.588379574103e-11       4.275551071826e-15       3.242668807536e-13       5.466101323871e-14       2.158783231400e-15 
  321       4.529012623624e-10       1.741377009762e-12       1.582647685621e-11       4.292665218086e-15       3.209920887445e-13       5.386154814461e-14       2.166319516334e-15 
  322       4.484782955389e-10       1.766345806448e-12       1.576408340458e-11       4.309689873291e-15       3.177583731366e-13       5.307262278057e-14       2.173637978803e-15 
  323       4.440747178908e-10       1.791277944291e-12       1.569663812124e-11       4.326626217038e-15       3.145655445874e-13       5.229414548108e-14       2.180734362222e-15 
  324       4.396916289753e-10       1.816164882023e-12       1.562416571762e-11       4.343475490300e-15       3.114133817876e-13       5.152601574934e-14       2.187604377401e-15 
  325       4.353301312045e-10       1.840997931909e-12       1.554669289983e-11       4.360238995954e-15       3.083016311254e-13       5.076812416798e-14       2.194243702453e-15 
  326       4.309913297787e-10       1.865768258831e-12       1.546424838693e-11       4.376918099293e-15       3.052300063498e-13       5.002035230986e-14       2.200647982711e-15 
  327       4.266763326199e-10       1.890466879380e-12       1.537686292923e-11       4.393514228554e-15       3.021981882342e-13       4.928257264881e-14       2.206812830642e-15 
  328       4.223862503050e-10       1.915084660948e-12       1.528456932662e-11       4.410028875435e-15       2.992058242400e-13       4.855464847040e-14       2.212733825758e-15 
  329       4.181221959984e-10       1.939612320815e-12       1.518740244687e-11       4.426463595618e-15       2.962525281802e-13       4.783643378271e-14       2.218406514531e-15 
  330       4.138852853859e-10       1.964040425241e-12       1.508539924393e-11       4.442820009286e-15       2.933378798831e-13       4.712777322708e-14       2.223826410308e-15 
  331       4.096766366078e-10       1.988359388553e-12       1.497859877624e-11       4.459099801649e-15       2.904614248555e-13       4.642850198888e-14       2.228988993221e-15 
  332       4.054973701917e-10       2.012559472240e-12       1.486704222502e-11       4.475304723460e-15       2.876226739467e-13       4.573844570827e-14       2.233889710105e-15 
  333       4.013486089860e-10       2.036630784040e-12       1.475077291258e-11       4.491436591541e-15       2.848211030120e-13       4.505742039095e-14       2.238523974410e-15 
  334       3.972314780934e-10       2.060563277030e-12       1.462983632067e-11       4.507497289297e-15       2.820561525761e-13       4.438523231896e-14       2.242887166112e-15 
  335       3.931471048033e-10       2.084346748717e-12       1.450428010871e-11       4.523488767243e-15       2.793272274969e-13       4.372167796139e-14       2.246974631633e-15 
  336       3.890966185258e-10       2.107970840127e-12       1.437415413215e-11       4.539413043523e-15       2.766336966289e-13       4.306654388521e-14       2.250781683746e-15 
  337       3.850811507246e-10       2.131425034897e-12       1.423951046076e-11       4.555272204427e-15       2.739748924870e-13       4.241960666596e-14       2.254303601497e-15 
  338       3.811018348502e-10       2.154698658362e-12       1.410040339692e-11       4.571068404918e-15       2.713501109099e-13       4.178063279855e-14       2.257535630114e-15 
  339       3.771598062730e-10       2.177780876649e-12       1.395688949396e-11       4.586803869149e-15       2.687586107237e-13       4.114937860804e-14       2.260472980919e-15 
  340       3.732562022168e-10       2.200660695763e-12       1.380902757444e-11       4.602480890983e-15       2.661996134055e-13       4.052559016036e-14       2.263110831249e-15 
  341       3.693921616918e-10       2.223326960680e-12       1.365687874845e-11       4.618101834517e-15       2.636723027472e-13       3.990900317310e-14       2.265444324361e-15 
  342       3.655688254276e-10       2.245768354435e-12       1.350050643194e-11       4.633669134602e-15       2.611758245188e-13       3.929934292628e-14       2.267468569351e-15 
  343       3.617873358071e-10       2.267973397215e-12       1.333997636500e-11       4.649185297359e-15       2.587092861322e-13       3.869632417309e-14       2.269178641067e-15 
  344       3.580488367989e-10       2.289930445445e-12       1.317535663019e-11       4.664652900709e-15       2.562717563044e-13       3.809965105065e-14       2.270569580022e-15 
  345       3.543544738910e-10       2.311627690881e-12       1.300671767081e-11       4.680074594884e-15       2.538622647216e-13       3.750901699081e-14       2.271636392306e-15 
  346       3.507053940239e-10       2.333053159700e-12       1.283413230926e-11       4.695453102954e-15       2.514798017026e-13       3.692410463086e-14       2.272374049502e-15 
  347       3.471027455239e-10       2.354194711589e-12       1.265767576528e-11       4.710791221348e-15       2.491233178621e-13       3.634458572435e-14       2.272777488599e-15 
  348       3.435476780359e-10       2.375040038833e-12       1.247742567433e-11       4.726091820370e-15       2.467917237748e-13       3.577012105180e-14       2.272841611907e-15 
  349       3.400412430360e-10       2.395577793223e-12       1.229345833556e-11       4.741357654152e-15       2.444840907218e-13       3.520042831494e-14       2.272562717317e-15 
  350       3.365840909430e-10       2.415801020277e-12       1.210583724665e-11       4.756590780722e-15       2.422002628235e-13       3.463548911454e-14       2.271942854844e-15 
  351       3.331767612948e-10       2.435703865885e-12       1.191462412860e-11       4.771793118864e-15       2.399402696743e-13       3.407535039511e-14       2.270985650879e-15 
  352       3.298197808702e-10       2.455280461562e-12       1.171988266761e-11       4.786966636851e-15       2.377041274156e-13       3.352005721489e-14       2.269694895476e-15 
  353       3.265136635245e-10       2.474524924645e-12       1.152167852963e-11       4.802113352780e-15       2.354918385967e-13       3.296965272335e-14       2.268074543674e-15 
  354       3.232589100252e-10       2.493431358496e-12       1.132007937500e-11       4.817235334902e-15       2.333033920357e-13       3.242417813878e-14       2.266128716818e-15 
  355       3.200560078875e-10       2.511993852696e-12       1.111515487304e-11       4.832334701956e-15       2.311387626812e-13       3.188367272581e-14       2.263861703873e-15 
  356       3.169054312096e-10       2.530206483246e-12       1.090697671663e-11       4.847413623507e-15       2.289979114729e-13       3.134817377298e-14       2.261277962746e-15 
  357       3.138076405085e-10       2.548063312762e-12       1.069561863685e-11       4.862474320275e-15       2.268807852030e-13       3.081771657029e-14       2.258382121603e-15 
  358       3.107630825556e-10       2.565558390673e-12       1.048115641755e-11       4.877519064469e-15       2.247873163774e-13       3.029233438672e-14       2.255178980191e-15 
  359       3.077721902118e-10       2.582685753422e-12       1.026366790997e-11       4.892550180122e-15       2.227174230766e-13       2.977205844782e-14       2.251673511153e-15 
  360       3.048353822635e-10       2.599439424663e-12       1.004323304732e-11       4.907570043425e-15       2.206710088167e-13       2.925691791322e-14       2.247870861348e-15 
  361       3.019530632579e-10       2.615813415457e-12       9.819933859408e-12       4.922581083060e-15       2.186479624113e-13       2.874693985423e-14       2.243776353172e-15 
  362       2.991256233387e-10       2.631801724471e-12       9.593854487238e-12       4.937585780531e-15       2.166481578315e-13       2.824214923133e-14       2.239395485874e-15 
  363       2.963534380813e-10       2.647398338178e-12       9.365081197589e-12       4.952586670503e-15       2.146714540680e-13       2.774256887176e-14       2.234733936877e-15 
  364       2.936368683289e-10       2.662597231053e-12       9.133702397636e-12       4.967586341130e-15       2.127176949918e-13       2.724821944707e-14       2.229797563095e-15 
  365       2.909762600274e-10       2.677392365771e-12       8.899808649546e-12       4.982587434392e-15       2.107867092153e-13       2.675911945063e-14       2.224592402252e-15 
  366       2.883719440614e-10       2.691777693406e-12       8.663492685081e-12       4.997592646428e-15       2.088783099535e-13       2.627528517524e-14       2.219124674202e-15 
  367       2.858242360896e-10       2.705747153627e-12       8.424849420197e-12       5.012604727869e-15       2.069922948852e-13       2.579673069061e-14       2.213400782250e-15 
  368       2.833334363802e-10       2.719294674899e-12       8.183975969648e-12       5.027626484171e-15       2.051284460140e-13       2.532346782099e-14       2.207427314463e-15 
  369       2.808998296467e-10       2.732414174681e-12       7.940971661588e-12       5.042660775950e-15       2.032865295296e-13       2.485550612263e-14       2.201211044999e-15 
  370       2.785236848833e-10       2.745099559618e-12       7.695938052169e-12       5.057710519315e-15       2.014662956689e-13       2.439285286142e-14       2.194758935417e-15 
  371       2.762052552002e-10       2.757344725748e-12       7.448978940146e-12       5.072778686202e-15       1.996674785767e-13       2.393551299035e-14       2.188078136002e-15 
  372       2.739447776596e-10       2.769143558694e-12       7.200200381478e-12       5.087868304705e-15       1.978897961676e-13       2.348348912714e-14       2.181175987081e-15 
  373       2.717424731110e-10       2.780489933864e-12       6.949710703929e-12       5.102982459415e-15       1.961329499864e-13       2.303678153174e-14       2.174060020341e-15 
  374       2.695985460265e-10       2.791377716646e-12       6.697620521667e-12       5.118124291747e-15       1.943966250699e-13       2.259538808389e-14       2.166737960151e-15 
  375       2.675131843370e-10       2.801800762613e-12       6.444042749872e-12       5.133297000279e-15       1.926804898074e-13       2.215930426069e-14       2.159217724878e-15 
  376       2.654865592669e-10       2.811752917714e-12       6.189092619331e-12       5.148503841082e-15       1.909841958021e-13       2.172852311409e-14       2.151507428207e-15 
  377       2.635188251703e-10       2.821228018475e-12       5.932887691043e-12       5.163748128056e-15       1.893073777324e-13       2.130303524854e-14       2.143615380459e-15 
  378       2.616101193662e-10       2.830219892197e-12       5.675547870819e-12       5.179033233262e-15       1.876496532127e-13       2.088282879844e-14       2.135550089912e-15 
  379       2.597605619741e-10       2.838722357154e-12       5.417195423887e-12       5.194362587257e-15       1.860106226550e-13       2.046788940574e-14       2.127320264117e-15 
  380       2.579702557497e-10       2.846729222789e-12       5.157954989488e-12       5.209739679425e-15       1.843898691294e-13       2.005820019748e-14       2.118934811219e-15 
  381       2.562392859202e-10       2.854234289918e-12       4.897953595481e-12       5.225168058314e-15       1.827869582256e-13       1.965374176336e-14       2.110402841273e-15 
  382       2.545677200199e-10       2.861231350918e-12       4.637320672947e-12       5.240651331967e-15       1.812014379143e-13       1.925449213323e-14       2.101733667568e-15 
  383       2.529556077259e-10       2.867714189936e-12       4.376188070783e-12       5.256193168257e-15       1.796328384075e-13       1.886042675472e-14       2.092936807940e-15 
  384       2.514029806934e-10       2.873676583078e-12       4.114690070311e-12       5.271797295219e-15       1.780806720207e-13       1.847151847072e-14       2.084021986094e-15 
  385       2.499098523915e-10       2.879112298614e-12       3.852963399877e-12       5.287467501387e-15       1.765444330331e-13       1.808773749697e-14       2.074999132924e-15 
  386       2.484762179383e-10       2.884015097170e-12       3.591147249452e-12       5.303207636121e-15       1.750235975492e-13       1.770905139960e-14       2.065878387828e-15 
  387       2.471020539371e-10       2.888378731932e-12       3.329383285232e-12       5.319021609949e-15       1.735176233599e-13       1.733542507266e-14       2.056670100029e-15 
  388       2.457873043789e-10       2.892198083363e-12       3.067803566459e-12       5.334912964683e-15       1.720260469207e-13       1.696682729434e-14       2.047383058378e-15 
  389       2.445318381061e-10       2.895472609773e-12       2.806493767776e-12       5.350883565381e-15       1.705487785688e-13       1.660325071169e-14       2.038019105065e-15 
  390       2.433354894354e-10       2.898203026209e-12       2.545528609836e-12       5.366934860114e-15       1.690858180765e-13       1.624469255939e-14       2.028578323016e-15 
  391       2.421980717712e-10       2.900390182685e-12       2.284983837819e-12       5.383068305749e-15       1.676371584692e-13       1.589114813139e-14       2.019060789130e-15 
  392       2.411193774303e-10       2.902035065280e-12       2.024936226427e-12       5.399285367942e-15       1.662027859646e-13       1.554261076376e-14       2.009466574185e-15 
  393       2.400991774661e-10       2.903138797240e-12       1.765463584859e-12       5.415587521130e-15       1.647826799100e-13       1.519907181743e-14       1.999795742754e-15 
  394       2.391372214935e-10       2.903702640076e-12       1.506644761800e-12       5.431976248522e-15       1.633768127215e-13       1.486052066098e-14       1.990048353113e-15 
  395       2.382332375129e-10       2.903727994663e-12       1.248559650400e-12       5.448453042090e-15       1.619851498220e-13       1.452694465342e-14       1.980224457149e-15 
  396       2.373869317350e-10       2.903216402345e-12       9.912891932568e-13       5.465019402561e-15       1.606076495794e-13       1.419832912696e-14       1.970324100275e-15 
  397       2.365979884051e-10       2.902169546028e-12       7.349153874032e-13       5.481676839407e-15       1.592442632453e-13       1.387465736981e-14       1.960347321334e-15 
  398       2.358660696275e-10       2.900589251287e-12       4.795212892866e-13       5.498426870840e-15       1.578949348930e-13       1.355591060895e-14       1.950294152519e-15 
  399       2.351908151901e-10       2.898477487461e-12       2.251910197530e-13       5.515271023800e-15       1.565596013561e-13       1.324206799291e-14       1.940164619271e-15 
  400       2.345718423888e-10       2.895836368755e-12      -2.799023096963e-14       5.532210833950e-15       1.552381921666e-13       1.293310657452e-14       1.929958740202e-15 
  401       2.340087458520e-10       2.892668155342e-12      -2.799361982883e-13       5.549247845663e-15       1.539306294936e-13       1.262900129377e-14       1.919676526994e-15 
  402       2.335010973649e-10       2.888975254457e-12      -5.305595382622e-13       5.566383612019e-15       1.526368280812e-13       1.232972496048e-14       1.909317984319e-15 
  403       2.330484456943e-10       2.884760221505e-12      -7.797718226193e-13       5.583619694789e-15       1.513566951872e-13       1.203524823720e-14       1.898883109743e-15 
  404       2.326503164126e-10       2.880025761154e-12      -1.027483533773e-12       5.600957664437e-15       1.500901305214e-13       1.174553962187e-14       1.888371893637e-15 
  405       2.323062117227e-10       2.874774728440e-12      -1.273604059841e-12       5.618399100102e-15       1.488370261836e-13       1.146056543071e-14       1.877784319093e-15 
  406       2.320156102821e-10       2.869010129865e-12      -1.518041689658e-12       5.635945589594e-15       1.475972666024e-13       1.118028978090e-14       1.867120361826e-15 
  407       2.317779670277e-10       2.862735124495e-12      -1.760703607797e-12       5.653598729384e-15       1.463707284734e-13       1.090467457345e-14       1.856379990090e-15 
  408       2.315927130000e-10       2.855953025064e-12      -2.001495889585e-12       5.671360124598e-15       1.451572806972e-13       1.063367947591e-14       1.845563164587e-15 
  409       2.314592551675e-10       2.848667299073e-12      -2.240323496117e-12       5.689231389006e-15       1.439567843183e-13       1.036726190519e-14       1.834669838379e-15 
  410       2.313769762515e-10       2.840881569887e-12      -2.477090269276e-12       5.707214145015e-15       1.427690924632e-13       1.010537701032e-14       1.823699956793e-15 
  411       2.313452345504e-10       2.832599617839e-12      -2.711698926752e-12       5.725310023658e-15       1.415940502785e-13       9.847977655253e-15       1.812653457338e-15 
  412       2.313633637639e-10       2.823825381326e-12      -2.944051057052e-12       5.743520664589e-15       1.404314948696e-13       9.595014401616e-15       1.801530269611e-15 
  413       2.314306728178e-10       2.814562957915e-12      -3.174047114522e-12       5.761847716073e-15       1.392812552389e-13       9.346435491507e-15       1.790330315209e-15 
  414       2.315464456885e-10       2.804816605437e-12      -3.401586414364e-12       5.780292834977e-15       1.381431522242e-13       9.102186830273e-15       1.779053507640e-15 
  415       2.317099412270e-10       2.794590743089e-12      -3.626567127652e-12       5.798857686763e-15       1.370169984368e-13       8.862211969288e-15       1.767699752230e-15 
  416       2.319203929839e-10       2.783889952535e-12      -3.848886276346e-12       5.817543945477e-15       1.359025982003e-13       8.626452088731e-15       1.756268946038e-15 
  417       2.321770090336e-10       2.772718979007e-12      -4.068439728315e-12       5.836353293744e-15       1.347997474886e-13       8.394845980373e-15       1.744760977765e-15 
  418       2.324789717986e-10       2.761082732401e-12      -4.285122192347e-12       5.855287422755e-15       1.337082338642e-13       8.167330030347e-15       1.733175727662e-15 
  419       2.328254378743e-10       2.748986288380e-12      -4.498827213171e-12       5.874348032263e-15       1.326278364168e-13       7.943838201938e-15       1.721513067441e-15 
  420       2.332155378534e-10       2.736434889477e-12      -4.709447166474e-12       5.893536830574e-15       1.315583257015e-13       7.724302018354e-15       1.709772860188e-15 
  421       2.336483761500e-10       2.723433946186e-12      -4.916873253912e-12       5.912855534535e-15       1.304994636771e-13       7.508650545512e-15       1.697954960272e-15 
  422       2.341230308246e-10       2.709989038072e-12      -5.120995498135e-12       5.932305869528e-15       1.294510036446e-13       7.296810374816e-15       1.686059213255e-15 
  423       2.346385534080e-10       2.696105914866e-12      -5.321702737798e-12       5.951889569463e-15       1.284126901853e-13       7.088705605936e-15       1.674085455800e-15 
  424       2.351939687263e-10       2.681790497563e-12      -5.518882622580e-12       5.971608376765e-15       1.273842590994e-13       6.884257829588e-15       1.662033515586e-15 
  425       2.357882747249e-10       2.667048879529e-12      -5.712421608200e-12       5.991464042372e-15       1.263654373443e-13       6.683386110317e-15       1.649903211217e-15 
  426       2.364204422934e-10       2.651887327593e-12      -5.902204951436e-12       6.011458325720e-15       1.253559429728e-13       6.486006969273e-15       1.637694352129e-15 
  427       2.370894985985e-10       2.636312475088e-12      -6.088130674906e-12       6.031592609335e-15       1.243555339256e-13       6.292046433753e-15       1.625407010817e-15 
  428       2.377947805644e-10       2.620331905948e-12      -6.270151994840e-12       6.051866728174e-15       1.233641563628e-13       6.101476672420e-15       1.613042349885e-15 
  429       2.385356896715e-10       2.603953592640e-12      -6.448236326976e-12       6.072280100436e-15       1.223818012580e-13       5.914280572623e-15       1.600601822954e-15 
  430       2.393116091061e-10       2.587185707254e-12      -6.622351451394e-12       6.092832109112e-15       1.214084559702e-13       5.730439776981e-15       1.588086904983e-15 
  431       2.401219036397e-10       2.570036622724e-12      -6.792465516698e-12       6.113522101717e-15       1.204441042143e-13       5.549934674086e-15       1.575499092358e-15 
  432       2.409659195085e-10       2.552514914054e-12      -6.958547044215e-12       6.134349390035e-15       1.194887260317e-13       5.372744389204e-15       1.562839902982e-15 
  433       2.418429842924e-10       2.534629359549e-12      -7.120564932175e-12       6.155313249851e-15       1.185422977608e-13       5.198846774983e-15       1.550110876362e-15 
  434       2.427524067946e-10       2.516388942033e-12      -7.278488459910e-12       6.176412920694e-15       1.176047920069e-13       5.028218402150e-15       1.537313573700e-15 
  435       2.436934769208e-10       2.497802850082e-12      -7.432287292036e-12       6.197647605576e-15       1.166761776132e-13       4.860834550219e-15       1.524449577979e-15 
  436       2.446654655582e-10       2.478880479249e-12      -7.581931482646e-12       6.219016470725e-15       1.157564196310e-13       4.696669198192e-15       1.511520494057e-15 
  437       2.456676244552e-10       2.459631433285e-12      -7.727391479501e-12       6.240518645330e-15       1.148454792901e-13       4.535695015262e-15       1.498527948754e-15 
  438       2.466991861007e-10       2.440065525373e-12      -7.868638128216e-12       6.262153221275e-15       1.139433139692e-13       4.377883351517e-15       1.485473590940e-15 
  439       2.477593636028e-10       2.420192779346e-12      -8.005642676452e-12       6.283919252880e-15       1.130498771665e-13       4.223204228643e-15       1.472359091626e-15 
  440       2.488473505690e-10       2.400023430918e-12      -8.138376778107e-12       6.305815756637e-15       1.121651184697e-13       4.071626330626e-15       1.459186144050e-15 
  441       2.499623209845e-10       2.379567928912e-12      -8.266812497501e-12       6.327841710951e-15       1.112889835269e-13       3.923116994455e-15       1.445956463770e-15 
  442       2.511034290925e-10       2.358836936478e-12      -8.390922313571e-12       6.349996055879e-15       1.104214140170e-13       3.777642200829e-15       1.432671788753e-15 
  443       2.522698092726e-10       2.337841332327e-12      -8.510679124056e-12       6.372277692864e-15       1.095623476196e-13       3.635166564853e-15       1.419333879462e-15 
  444       2.534605759207e-10       2.316592211955e-12      -8.626056249690e-12       6.394685484478e-15       1.087117179860e-13       3.495653326748e-15       1.405944518943e-15 
  445       2.546748233280e-10       2.295100888865e-12      -8.737027438391e-12       6.417218254158e-15       1.078694547093e-13       3.359064342551e-15       1.392505512923e-15 
  446       2.559116255605e-10       2.273378895799e-12      -8.843566869448e-12       6.439874785947e-15       1.070354832951e-13       3.225360074817e-15       1.379018689887e-15 
  447       2.571700363379e-10       2.251437985960e-12      -8.945649157715e-12       6.462653824229e-15       1.062097251315e-13       3.094499583325e-15       1.365485901178e-15 
  448       2.584490889135e-10       2.229290134241e-12      -9.043249357797e-12       6.485554073470e-15       1.053920974598e-13       2.966440515779e-15       1.351909021080e-15 
  449       2.597477959529e-10       2.206947538446e-12      -9.136342968241e-12       6.508574197957e-15       1.045825133451e-13       2.841139098513e-15       1.338289946909e-15 
  450       2.610651494136e-10       2.184422620524e-12      -9.224905935725e-12       6.531712821532e-15       1.037808816463e-13       2.718550127189e-15       1.324630599102e-15 
  451       2.624001204244e-10       2.161728027787e-12      -9.308914659249e-12       6.554968527337e-15       1.029871069867e-13       2.598626957509e-15       1.310932921307e-15 
  452       2.637516591642e-10       2.138876634141e-12      -9.388345994324e-12       6.578339857547e-15       1.022010897247e-13       2.481321495910e-15       1.297198880470e-15 
  453       2.651186947420e-10       2.115881541310e-12      -9.463177257162e-12       6.601825313113e-15       1.014227259237e-13       2.366584190270e-15       1.283430466926e-15 
  454       2.665001350755e-10       2.092756080065e-12      -9.533386228862e-12       6.625423353496e-15       1.006519073230e-13       2.254364020613e-15       1.269629694488e-15 
