# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   42       1.673609269409e-10       8.905011152691e-15       2.053104592520e-13       7.037464417527e-17       7.749602935912e-11       6.080972111575e-12      -6.522494166804e-15 
   43       1.699245330138e-10       9.627678303699e-15       1.931521186936e-13       7.377487730713e-17       7.377570000730e-11       5.813145604032e-12      -6.794491356426e-15 
   44       1.725105336041e-10       1.038684863874e-14       1.795677350639e-13       7.725678315390e-17       7.029434430353e-11       5.561386312035e-12      -7.186816667771e-15 
   45       1.751143485843e-10       1.118312295229e-14       1.645326203484e-13       8.082038812606e-17       6.701799339040e-11       5.320568966885e-12      -7.538965504594e-15 
   46       1.777388364418e-10       1.201693764541e-14       1.479952503780e-13       8.446569663662e-17       6.394144758382e-11       5.090545699580e-12      -7.823531176148e-15 
   47       1.803875323657e-10       1.288863269319e-14       1.298928880157e-13       8.819269887505e-17       6.106109428025e-11       4.872253524197e-12      -8.051957370213e-15 
   48       1.830619624553e-10       1.379847539248e-14       1.101572624140e-13       9.200137355546e-17       5.836417553207e-11       4.666215688391e-12      -8.238906996238e-15 
   49       1.857614488905e-10       1.474665708665e-14       8.871417142801e-14       9.589168759359e-17       5.582810819804e-11       4.472505942682e-12      -8.402452143573e-15 
   50       1.884842892641e-10       1.573331673533e-14       6.549650290140e-14       9.986359562039e-17       5.342727692515e-11       4.290833598637e-12      -8.560967997581e-15 
   51       1.912321239662e-10       1.675862676492e-14       4.048838774052e-14       1.039170391170e-16       5.115716409930e-11       4.120908817250e-12      -8.722379938072e-15 
   52       1.940064175025e-10       1.782272485965e-14       1.369234443916e-14       1.080519464863e-16       4.901559453532e-11       3.962114711244e-12      -8.892326041728e-15 
   53       1.968070608707e-10       1.892568718896e-14      -1.488286397016e-14       1.122682328733e-16       4.699551470203e-11       3.813365888558e-12      -9.077232046592e-15 
   54       1.996322413973e-10       2.006752639546e-14      -4.522199602705e-14       1.165657998338e-16       4.508466453529e-11       3.673078405824e-12      -9.284346202434e-15 
   55       2.024797288971e-10       2.124821495510e-14      -7.730957500756e-14       1.209445426660e-16       4.326931015173e-11       3.539600732030e-12      -9.518602410875e-15 
   56       2.053514064963e-10       2.246776666250e-14      -1.111509704287e-13       1.254043752946e-16       4.154727971643e-11       3.412700844599e-12      -9.772217265725e-15 
   57       2.082496373729e-10       2.372617186409e-14      -1.467561439673e-13       1.299452109889e-16       3.991759111948e-11       3.292395931055e-12      -1.003256973728e-14 
   58       2.111758736997e-10       2.502337285840e-14      -1.841336493109e-13       1.345669552113e-16       3.837650853272e-11       3.178511923681e-12      -1.028505966859e-14 
   59       2.141305816624e-10       2.635926287250e-14      -2.232906506215e-13       1.392695055845e-16       3.691737243981e-11       3.070671414433e-12      -1.051301905274e-14 
   60       2.171131664792e-10       2.773368503858e-14      -2.642329409992e-13       1.440527518594e-16       3.553042966613e-11       2.968281569849e-12      -1.069762331003e-14 
   61       2.201227056394e-10       2.914637040295e-14      -3.069634186754e-13       1.489165906237e-16       3.420553706478e-11       2.870707004713e-12      -1.082199374212e-14 
   62       2.231605105787e-10       3.059673800874e-14      -3.514770741334e-13       1.538609733567e-16       3.294136625995e-11       2.777861086999e-12      -1.088478166493e-14 
   63       2.262280095605e-10       3.208404791923e-14      -3.977649054364e-13       1.588858691526e-16       3.173797279502e-11       2.689726516489e-12      -1.088948981644e-14 
   64       2.293259418339e-10       3.360745532624e-14      -4.458153313414e-13       1.639912513587e-16       3.059402756301e-11       2.606175984543e-12      -1.084059362210e-14 
   65       2.324543082966e-10       3.516600759219e-14      -4.956141608273e-13       1.691770980109e-16       2.950673801555e-11       2.526965957613e-12      -1.074358545489e-14 
   66       2.356123221579e-10       3.675864129219e-14      -5.471445626237e-13       1.744433922694e-16       2.847176937179e-11       2.451730460750e-12      -1.060501889545e-14 
   67       2.387983596012e-10       3.838417925610e-14      -6.003870347396e-13       1.797901228536e-16       2.748316582733e-11       2.379974861121e-12      -1.043255299218e-14 
   68       2.420107949773e-10       4.004144170411e-14      -6.553200149423e-13       1.852172930749e-16       2.653493826973e-11       2.311201277180e-12      -1.023416199116e-14 
   69       2.452508131826e-10       4.172961241501e-14      -7.119219239491e-13       1.907249490857e-16       2.562637712640e-11       2.245328209920e-12      -1.001547964567e-14 
   70       2.485200811296e-10       4.344794178038e-14      -7.701694834024e-13       1.963131581628e-16       2.475767944211e-11       2.182345163068e-12      -9.781993832163e-15 
   71       2.518198874020e-10       4.519563923664e-14      -8.300370977232e-13       2.019820012606e-16       2.392834210168e-11       2.122185741683e-12      -9.539855974283e-15 
   72       2.551511155399e-10       4.697187322508e-14      -8.914968400324e-13       2.077315736665e-16       2.313712566054e-11       2.064724802053e-12      -9.295903959488e-15 
   73       2.585142173249e-10       4.877577115195e-14      -9.545184380725e-13       2.135619856561e-16       2.238201817532e-11       2.009775601590e-12      -9.057685055660e-15 
   74       2.619091860653e-10       5.060641934852e-14      -1.019069260128e-12       2.194733631486e-16       2.166019903440e-11       1.957086948729e-12      -8.833478827741e-15 
   75       2.653355298812e-10       5.246286303111e-14      -1.085114300947e-12       2.254658483621e-16       2.096800278854e-11       1.906340352823e-12      -8.632320054349e-15 
   76       2.687926770546e-10       5.434405676947e-14      -1.152616863332e-12       2.315395943989e-16       2.030182728524e-11       1.857230910007e-12      -8.461939067837e-15 
   77       2.722813364709e-10       5.624870555245e-14      -1.221540777522e-12       2.376947464121e-16       1.966112921173e-11       1.809733289613e-12      -8.322098504035e-15 
   78       2.758023378775e-10       5.817539453264e-14      -1.291848562829e-12       2.439314581792e-16       1.904591162907e-11       1.763879298946e-12      -8.210077466316e-15 
   79       2.793562042612e-10       6.012263490922e-14      -1.363500768053e-12       2.502498983900e-16       1.845581159460e-11       1.719677335594e-12      -8.122626839824e-15 
   80       2.829431339928e-10       6.208886287317e-14      -1.436455971671e-12       2.566502511772e-16       1.789008335623e-11       1.677111254398e-12      -8.055949503180e-15 
   81       2.865629829728e-10       6.407243855241e-14      -1.510670782021e-12       2.631327166475e-16       1.734758154673e-11       1.636139234420e-12      -8.005680540184e-15 
   82       2.902152467757e-10       6.607164495706e-14      -1.586099837491e-12       2.696975114124e-16       1.682674437800e-11       1.596692645916e-12      -7.966867451524e-15 
   83       2.938990427952e-10       6.808468692459e-14      -1.662695806704e-12       2.763448691190e-16       1.632557683542e-11       1.558674917305e-12      -7.933950366477e-15 
   84       2.976134838725e-10       7.010975385223e-14      -1.740409880943e-12       2.830750369213e-16       1.584213453182e-11       1.521986517147e-12      -7.901763288559e-15 
   85       3.013589094595e-10       7.214522215389e-14      -1.819193344820e-12       2.898882630592e-16       1.537610424486e-11       1.486607140419e-12      -7.868771891716e-15 
   86       3.051358267689e-10       7.418948458838e-14      -1.898996267543e-12       2.967848081841e-16       1.492745580513e-11       1.452525132976e-12      -7.834338696951e-15 
   87       3.089445263285e-10       7.624088947341e-14      -1.979767042163e-12       3.037649496914e-16       1.449595646530e-11       1.419711904052e-12      -7.797747172972e-15 
   88       3.127850707062e-10       7.829774070278e-14      -2.061452394034e-12       3.108289821827e-16       1.408116250894e-11       1.388121232135e-12      -7.758199108132e-15 
   89       3.166572832340e-10       8.035829776366e-14      -2.143997389270e-12       3.179772179288e-16       1.368241085920e-11       1.357688570846e-12      -7.714811982368e-15 
   90       3.205607367327e-10       8.242077575381e-14      -2.227345443207e-12       3.252099873321e-16       1.329881068759e-11       1.328330354818e-12      -7.666616339139e-15 
   91       3.244947422367e-10       8.448334539886e-14      -2.311438328862e-12       3.325276393894e-16       1.292923502269e-11       1.299943305574e-12      -7.612553157366e-15 
   92       3.284583377181e-10       8.654413306953e-14      -2.396216185391e-12       3.399305421543e-16       1.257231235889e-11       1.272403737406e-12      -7.551471223372e-15 
   93       3.324505969636e-10       8.860125002839e-14      -2.481618031173e-12       3.474190896091e-16       1.222675142288e-11       1.245597724610e-12      -7.482508082612e-15 
   94       3.364716338349e-10       9.065288516419e-14      -2.567583372964e-12       3.549937224562e-16       1.189238957305e-11       1.219518300923e-12      -7.406304143217e-15 
   95       3.405217289045e-10       9.269722630160e-14      -2.654050855523e-12       3.626549113234e-16       1.156928729849e-11       1.194181663550e-12      -7.323967164342e-15 
   96       3.446010159734e-10       9.473243262723e-14      -2.740957793740e-12       3.704031511770e-16       1.125740534393e-11       1.169597347502e-12      -7.236707548439e-15 
   97       3.487094751901e-10       9.675663510822e-14      -2.828240188014e-12       3.782389618725e-16       1.095660089170e-11       1.145767955100e-12      -7.145840978531e-15 
   98       3.528469261699e-10       9.876793691061e-14      -2.915832739644e-12       3.861628887048e-16       1.066662374363e-11       1.122688885481e-12      -7.052791055494e-15 
   99       3.570130211139e-10       1.007644138179e-13      -3.003668866214e-12       3.941755029592e-16       1.038711250304e-11       1.100348064112e-12      -6.959091935324e-15 
  100       3.612072379284e-10       1.027441146495e-13      -3.091680716981e-12       4.022774024618e-16       1.011759075663e-11       1.078725672289e-12      -6.866390966422e-15 
  101       3.654288733443e-10       1.047050616792e-13      -3.179799188257e-12       4.104692121301e-16       9.857463256479e-12       1.057793876647e-12      -6.776451326864e-15 
  102       3.696770360358e-10       1.066452510535e-13      -3.267953938800e-12       4.187515845238e-16       9.606012101928e-12       1.037516558669e-12      -6.691154661678e-15 
  103       3.739506397400e-10       1.085626532105e-13      -3.356073405197e-12       4.271252003951e-16       9.362392921565e-12       1.017849044191e-12      -6.612503720122e-15 
  104       3.782486259345e-10       1.104552644192e-13      -3.444085603519e-12       4.355907510841e-16       9.125825938965e-12       9.987484084370e-13      -6.542150765391e-15 
  105       3.825706809497e-10       1.123212684266e-13      -3.531920624476e-12       4.441488818087e-16       8.896206788224e-12       9.802065591142e-13      -6.479904571086e-15 
  106       3.869166033506e-10       1.141588975288e-13      -3.619508505573e-12       4.528002417049e-16       8.673571476872e-12       9.622211388923e-13      -6.425025719475e-15 
  107       3.912860787242e-10       1.159663843682e-13      -3.706778498678e-12       4.615455016446e-16       8.457907214027e-12       9.447851965350e-13      -6.376680276085e-15 
  108       3.956786753203e-10       1.177419629133e-13      -3.793659094053e-12       4.703853545874e-16       8.249150733918e-12       9.278870326222e-13      -6.333937215691e-15 
  109       4.000938396940e-10       1.194838694393e-13      -3.880078044376e-12       4.793205159311e-16       8.047186619407e-12       9.115100452715e-13      -6.295765848293e-15 
  110       4.045308923473e-10       1.211903435085e-13      -3.965962388769e-12       4.883517238631e-16       7.851845625508e-12       8.956325758599e-13      -6.261033245108e-15 
  111       4.089890233709e-10       1.228596289501e-13      -4.051238476824e-12       4.974797397113e-16       7.662903002915e-12       8.802277547451e-13      -6.228501664548e-15 
  112       4.134672880859e-10       1.244899748409e-13      -4.135831992632e-12       5.067053482954e-16       7.480076821518e-12       8.652633469874e-13      -6.196825978208e-15 
  113       4.179646026859e-10       1.260796364850e-13      -4.219667978807e-12       5.160293582778e-16       7.303026293929e-12       8.507015980711e-13      -6.164551096846e-15 
  114       4.224797398790e-10       1.276268763947e-13      -4.302670860514e-12       5.254526025149e-16       7.131350099001e-12       8.364990796260e-13      -6.130109396372e-15 
  115       4.270113245288e-10       1.291299652703e-13      -4.384764469494e-12       5.349759384080e-16       6.964584705353e-12       8.226065351493e-13      -6.091818143827e-15 
  116       4.315580265429e-10       1.305872301078e-13      -4.465872947900e-12       5.446002219277e-16       6.802305821266e-12       8.089801720071e-13      -6.048253617611e-15 
  117       4.361191754581e-10       1.319972030612e-13      -4.545923533102e-12       5.543262253541e-16       6.644450321666e-12       7.956174247945e-13      -5.999430574005e-15 
  118       4.406942127406e-10       1.333584926039e-13      -4.624844158153e-12       5.641547101478e-16       6.491030495401e-12       7.825252706537e-13      -5.945762015419e-15 
  119       4.452824986405e-10       1.346697394031e-13      -4.702562633742e-12       5.740864524994e-16       6.342033664703e-12       7.697091195591e-13      -5.887696075695e-15 
  120       4.498833095776e-10       1.359296177160e-13      -4.779006679994e-12       5.841222434474e-16       6.197421420515e-12       7.571727612439e-13      -5.825716776715e-15 
  121       4.544958355273e-10       1.371368367873e-13      -4.854103958277e-12       5.942628889964e-16       6.057128857836e-12       7.449183121266e-13      -5.760344785021e-15 
  122       4.591191774064e-10       1.382901422458e-13      -4.927782103011e-12       6.045092102359e-16       5.921063811058e-12       7.329461622377e-13      -5.692138168427e-15 
  123       4.637523444587e-10       1.393883175016e-13      -4.999968753468e-12       6.148620434581e-16       5.789106089300e-12       7.212549221460e-13      -5.621693152630e-15 
  124       4.683942516414e-10       1.404301851427e-13      -5.070591585582e-12       6.253222402766e-16       5.661106711750e-12       7.098413698853e-13      -5.549644877828e-15 
  125       4.730437170100e-10       1.414146083325e-13      -5.139578343753e-12       6.358906677445e-16       5.536887143002e-12       6.987003978807e-13      -5.476668155332e-15 
  126       4.776994591051e-10       1.423404922059e-13      -5.206856872652e-12       6.465682084728e-16       5.416238528393e-12       6.878249598755e-13      -5.403478224180e-15 
  127       4.823600943376e-10       1.432067852672e-13      -5.272355149028e-12       6.573557607488e-16       5.298920929340e-12       6.772060178574e-13      -5.330831507750e-15 
  128       4.870241343747e-10       1.440124807861e-13      -5.336001313513e-12       6.682542386541e-16       5.184662558681e-12       6.668324889851e-13      -5.259526370377e-15 
  129       4.916901327851e-10       1.447566587706e-13      -5.397724443008e-12       6.792645449260e-16       5.073218095647e-12       6.566936187006e-13      -5.190237387184e-15 
  130       4.963571487160e-10       1.454386141220e-13      -5.457456896090e-12       6.903874859221e-16       4.964552487813e-12       6.467865071355e-13      -5.122995990835e-15 
  131       5.010243293784e-10       1.460577452434e-13      -5.515132286200e-12       7.016238475074e-16       4.858675961259e-12       6.371093119061e-13      -5.057654015730e-15 
  132       5.056907638165e-10       1.466135163960e-13      -5.570684800873e-12       7.129744213991e-16       4.755586409806e-12       6.276588605782e-13      -4.994044647262e-15 
  133       5.103554813618e-10       1.471054593862e-13      -5.624049238835e-12       7.244400050903e-16       4.655269053112e-12       6.184306149540e-13      -4.931981987116e-15 
  134       5.150174500865e-10       1.475331752524e-13      -5.675161047112e-12       7.360214017729e-16       4.557696094758e-12       6.094186353599e-13      -4.871260618566e-15 
  135       5.196755752580e-10       1.478963359531e-13      -5.723956358135e-12       7.477194202612e-16       4.462826380340e-12       6.006155449338e-13      -4.811655171761e-15 
  136       5.243286977921e-10       1.481946860535e-13      -5.770372026844e-12       7.595348749150e-16       4.370605055561e-12       5.920124939125e-13      -4.752919889034e-15 
  137       5.289755927074e-10       1.484280444128e-13      -5.814345667794e-12       7.714685855628e-16       4.280963224317e-12       5.835991239191e-13      -4.694788190183e-15 
  138       5.336149675788e-10       1.485963058722e-13      -5.855815692257e-12       7.835213774252e-16       4.193817606791e-12       5.753635322507e-13      -4.636972237777e-15 
  139       5.382454609916e-10       1.486994429413e-13      -5.894721345330e-12       7.956940810383e-16       4.109070197541e-12       5.672922361653e-13      -4.579162502448e-15 
  140       5.428656409952e-10       1.487375074858e-13      -5.931002743040e-12       8.079875321766e-16       4.026607923591e-12       5.593701371697e-13      -4.521027328184e-15 
  141       5.474740035573e-10       1.487106324148e-13      -5.964600909447e-12       8.204025717767e-16       3.946302302522e-12       5.515804853070e-13      -4.462212497625e-15 
  142       5.520689710173e-10       1.486190333678e-13      -5.995457813749e-12       8.329400458601e-16       3.868009100560e-12       5.439048434433e-13      -4.402340797363e-15 
  143       5.566488905403e-10       1.484630104026e-13      -6.023516407389e-12       8.456008054571e-16       3.791567990668e-12       5.363230515561e-13      -4.341011583231e-15 
  144       5.612121648746e-10       1.482429615913e-13      -6.048721213508e-12       8.583856575028e-16       3.716836118974e-12       5.288179689941e-13      -4.277897987791e-15 
  145       5.657576624144e-10       1.479594217610e-13      -6.071020082472e-12       8.712952122346e-16       3.643793255473e-12       5.213903035693e-13      -4.213050261341e-15 
  146       5.702843448127e-10       1.476130307981e-13      -6.090362680760e-12       8.843300205340e-16       3.572446408079e-12       5.140451833332e-13      -4.146621649131e-15 
  147       5.747911375293e-10       1.472045238216e-13      -6.106699994071e-12       8.974906212479e-16       3.502796699410e-12       5.067875016990e-13      -4.078773559863e-15 
  148       5.792769290452e-10       1.467347329389e-13      -6.119984367612e-12       9.107775408293e-16       3.434839219751e-12       4.996219091886e-13      -4.009675692145e-15 
  149       5.837405700764e-10       1.462045890016e-13      -6.130169546370e-12       9.241912929793e-16       3.368562880022e-12       4.925528051798e-13      -3.939506160947e-15 
  150       5.881808727886e-10       1.456151233613e-13      -6.137210715397e-12       9.377323782884e-16       3.303950264744e-12       4.855843296534e-13      -3.868451624061e-15 
  151       5.925966100113e-10       1.449674696250e-13      -6.141064540083e-12       9.514012838781e-16       3.240977485000e-12       4.787203549401e-13      -3.796707408555e-15 
  152       5.969865144518e-10       1.442628654112e-13      -6.141689206443e-12       9.651984830424e-16       3.179614031407e-12       4.719644774674e-13      -3.724477637235e-15 
  153       6.013492779096e-10       1.435026541055e-13      -6.139044461389e-12       9.791244348892e-16       3.119822627078e-12       4.653200095070e-13      -3.651975355096e-15 
  154       6.056835504908e-10       1.426882866160e-13      -6.133091653016e-12       9.931795839819e-16       3.061559080588e-12       4.587899709218e-13      -3.579422655787e-15 
  155       6.099879398221e-10       1.418213231296e-13      -6.123793770876e-12       1.007364359981e-15       3.004772138942e-12       4.523770809125e-13      -3.507050808061e-15 
  156       6.142610102650e-10       1.409034348672e-13      -6.111115486260e-12       1.021679177286e-15       2.949403340536e-12       4.460837497652e-13      -3.435100382236e-15 
  157       6.185012821304e-10       1.399364058399e-13      -6.095023192476e-12       1.036124434675e-15       2.895386868128e-12       4.399120705982e-13      -3.363821376653e-15 
  158       6.227072308922e-10       1.389221346042e-13      -6.075485045131e-12       1.050700514949e-15       2.842649401802e-12       4.338638111089e-13      -3.293473344132e-15 
  159       6.268772864022e-10       1.378626360182e-13      -6.052471002408e-12       1.065407784571e-15       2.791109971930e-12       4.279404053211e-13      -3.224325518427e-15 
  160       6.310098321038e-10       1.367600429971e-13      -6.025952865344e-12       1.080246593311e-15       2.740679812144e-12       4.221429453319e-13      -3.156656940690e-15 
  161       6.351033157088e-10       1.356165595116e-13      -5.995904177802e-12       1.095217236784e-15       2.691280521542e-12       4.164719215203e-13      -3.090698712559e-15 
  162       6.391565938749e-10       1.344343112276e-13      -5.962299831858e-12       1.110319841116e-15       2.642900664948e-12       4.109264346808e-13      -3.026454751154e-15 
  163       6.431686166491e-10       1.332154849522e-13      -5.925116504337e-12       1.125554467350e-15       2.595543920260e-12       4.055048981194e-13      -2.963865350855e-15 
  164       6.471383184760e-10       1.319623777221e-13      -5.884332833297e-12       1.140921147099e-15       2.549211157089e-12       4.002052735909e-13      -2.902863492321e-15 
  165       6.510646179248e-10       1.306773983353e-13      -5.839929457670e-12       1.156419882018e-15       2.503900373959e-12       3.950250618880e-13      -2.843374702678e-15 
  166       6.549464174167e-10       1.293630688820e-13      -5.791889056890e-12       1.172050643277e-15       2.459606635514e-12       3.899612934313e-13      -2.785316915711e-15 
  167       6.587826029516e-10       1.280220262765e-13      -5.740196390532e-12       1.187813371028e-15       2.416322009722e-12       3.850105188593e-13      -2.728600332048e-15 
  168       6.625720438353e-10       1.266570237884e-13      -5.684838337941e-12       1.203707973879e-15       2.374035505077e-12       3.801687996178e-13      -2.673127279353e-15 
  169       6.663135924065e-10       1.252709325737e-13      -5.625803937870e-12       1.219734328363e-15       2.332733007808e-12       3.754316985498e-13      -2.618792072516e-15 
  170       6.700060837641e-10       1.238667432069e-13      -5.563084428109e-12       1.235892278409e-15       2.292397219076e-12       3.707942704850e-13      -2.565480873840e-15 
  171       6.736483354937e-10       1.224475672117e-13      -5.496673285124e-12       1.252181634815e-15       2.253007592186e-12       3.662510528301e-13      -2.513071553230e-15 
  172       6.772391473953e-10       1.210166385926e-13      -5.426566263689e-12       1.268602174715e-15       2.214540269787e-12       3.617960561580e-13      -2.461433548384e-15 
  173       6.807773012100e-10       1.195773153667e-13      -5.352761436517e-12       1.285153641054e-15       2.176968021074e-12       3.574227547978e-13      -2.410427724983e-15 
  174       6.842615603470e-10       1.181330810943e-13      -5.275259233896e-12       1.301835742054e-15       2.140260179000e-12       3.531240774246e-13      -2.359906236875e-15 
  175       6.876906696109e-10       1.166875464114e-13      -5.194062483325e-12       1.318648150690e-15       2.104382577472e-12       3.488923976489e-13      -2.309712386273e-15 
  176       6.910633549285e-10       1.152444505598e-13      -5.109176449144e-12       1.335590504157e-15       2.069297488558e-12       3.447195246068e-13      -2.259680483936e-15 
  177       6.943783230762e-10       1.138076629196e-13      -5.020608872170e-12       1.352662403344e-15       2.034963559696e-12       3.405966935495e-13      -2.209635709362e-15 
