# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  710       2.602062860992e-10       4.926470547071e-12      -1.482734560689e-11       1.142014176233e-14       2.256991121404e-14       5.565306765773e-15      -6.159604474787e-16 
  711       2.610329102305e-10       4.909229461682e-12      -1.499116033146e-11       1.143205880425e-14       2.245847136200e-14       5.573653273186e-15      -6.137043121641e-16 
  712       2.618759126316e-10       4.891295181630e-12      -1.515160026030e-11       1.144411544449e-14       2.234773819092e-14       5.581639836741e-15      -6.113872907645e-16 
  713       2.627348690671e-10       4.872674875178e-12      -1.530857529409e-11       1.145631265130e-14       2.223770446323e-14       5.589268046166e-15      -6.090090990041e-16 
  714       2.636093494784e-10       4.853375833285e-12      -1.546199459854e-11       1.146865139174e-14       2.212836276985e-14       5.596539534166e-15      -6.065694528467e-16 
  715       2.644989179616e-10       4.833405470080e-12      -1.561176660213e-11       1.148113263160e-14       2.201970552946e-14       5.603455976602e-15      -6.040680685000e-16 
  716       2.654031327462e-10       4.812771323332e-12      -1.575779899388e-11       1.149375733542e-14       2.191172498771e-14       5.610019092666e-15      -6.015046624196e-16 
  717       2.663215461734e-10       4.791481054927e-12      -1.589999872114e-11       1.150652646648e-14       2.180441321655e-14       5.616230645064e-15      -5.988789513134e-16 
  718       2.672537046745e-10       4.769542451342e-12      -1.603827198735e-11       1.151944098673e-14       2.169776211344e-14       5.622092440193e-15      -5.961906521457e-16 
  719       2.681991487492e-10       4.746963424118e-12      -1.617252424980e-11       1.153250185684e-14       2.159176340067e-14       5.627606328320e-15      -5.934394821413e-16 
  720       2.691574129444e-10       4.723752010336e-12      -1.630266021739e-11       1.154571003611e-14       2.148640862459e-14       5.632774203757e-15      -5.906251587904e-16 
  721       2.701280258317e-10       4.699916373089e-12      -1.642858384842e-11       1.155906648247e-14       2.138168915490e-14       5.637598005046e-15      -5.877473998517e-16 
  722       2.711105156787e-10       4.675465495585e-12      -1.655021146106e-11       1.157257170994e-14       2.127759735074e-14       5.642079664214e-15      -5.848061328658e-16 
  723       2.721044276291e-10       4.650411277876e-12      -1.666751135987e-11       1.158622445111e-14       2.117413008640e-14       5.646220953069e-15      -5.818021283256e-16 
  724       2.731093068264e-10       4.624766483420e-12      -1.678046500527e-11       1.160002296760e-14       2.107128529540e-14       5.650023634151e-15      -5.787363793034e-16 
  725       2.741246927333e-10       4.598544049922e-12      -1.688905397415e-11       1.161396548999e-14       2.096906080958e-14       5.653489511543e-15      -5.756098931534e-16 
  726       2.751501191110e-10       4.571757089966e-12      -1.699325996059e-11       1.162805021776e-14       2.086745435870e-14       5.656620431034e-15      -5.724236915643e-16 
  727       2.761851139992e-10       4.544418891650e-12      -1.709306477669e-11       1.164227531909e-14       2.076646356995e-14       5.659418280286e-15      -5.691788106113e-16 
  728       2.772291996957e-10       4.516542919217e-12      -1.718845035333e-11       1.165663893080e-14       2.066608596747e-14       5.661884989003e-15      -5.658763008088e-16 
  729       2.782818927362e-10       4.488142813695e-12      -1.727939874095e-11       1.167113915819e-14       2.056631897190e-14       5.664022529097e-15      -5.625172271627e-16 
  730       2.793427038735e-10       4.459232393520e-12      -1.736589211034e-11       1.168577407495e-14       2.046715989992e-14       5.665832914854e-15      -5.591026692227e-16 
  731       2.804111380581e-10       4.429825655181e-12      -1.744791275343e-11       1.170054172300e-14       2.036860596375e-14       5.667318203102e-15      -5.556337211347e-16 
  732       2.814866944169e-10       4.399936773845e-12      -1.752544308405e-11       1.171544011239e-14       2.027065427075e-14       5.668480493379e-15      -5.521114916933e-16 
  733       2.825688662337e-10       4.369580103996e-12      -1.759846563872e-11       1.173046722116e-14       2.017330182288e-14       5.669321928097e-15      -5.485371043943e-16 
  734       2.836571409283e-10       4.338770180063e-12      -1.766696307746e-11       1.174562099525e-14       2.007654551631e-14       5.669844692713e-15      -5.449116974865e-16 
  735       2.847510000365e-10       4.307521717060e-12      -1.773091818451e-11       1.176089934833e-14       1.998038214089e-14       5.670051015891e-15      -5.412364240248e-16 
  736       2.858499191899e-10       4.275849611216e-12      -1.779031386918e-11       1.177630016171e-14       1.988480837972e-14       5.669943169673e-15      -5.375124519222e-16 
  737       2.869533680952e-10       4.243768940607e-12      -1.784513316659e-11       1.179182128421e-14       1.978982080869e-14       5.669523469646e-15      -5.337409640022e-16 
  738       2.880608105142e-10       4.211294965793e-12      -1.789535923846e-11       1.180746053203e-14       1.969541589597e-14       5.668794275106e-15      -5.299231580511e-16 
  739       2.891717042434e-10       4.178443130449e-12      -1.794097537390e-11       1.182321568864e-14       1.960159000161e-14       5.667757989227e-15      -5.260602468708e-16 
  740       2.902855010938e-10       4.145229062002e-12      -1.798196499019e-11       1.183908450464e-14       1.950833937703e-14       5.666417059227e-15      -5.221534583308e-16 
  741       2.914016468702e-10       4.111668572260e-12      -1.801831163355e-11       1.185506469764e-14       1.941566016456e-14       5.664773976537e-15      -5.182040354206e-16 
  742       2.925195813515e-10       4.077777658047e-12      -1.804999897994e-11       1.187115395215e-14       1.932354839701e-14       5.662831276966e-15      -5.142132363021e-16 
  743       2.936387382699e-10       4.043572501840e-12      -1.807701083583e-11       1.188734991945e-14       1.923199999715e-14       5.660591540868e-15      -5.101823343624e-16 
  744       2.947585452908e-10       4.009069472398e-12      -1.809933113897e-11       1.190365021745e-14       1.914101077727e-14       5.658057393309e-15      -5.061126182655e-16 
  745       2.958784239925e-10       3.974285125397e-12      -1.811694395922e-11       1.192005243060e-14       1.905057643875e-14       5.655231504237e-15      -5.020053920052e-16 
  746       2.969977898458e-10       3.939236204064e-12      -1.812983349926e-11       1.193655410975e-14       1.896069257153e-14       5.652116588644e-15      -4.978619749571e-16 
  747       2.981160521936e-10       3.903939639813e-12      -1.813798409544e-11       1.195315277200e-14       1.887135465370e-14       5.648715406736e-15      -4.936837019314e-16 
  748       2.992326142310e-10       3.868412552873e-12      -1.814138021851e-11       1.196984590062e-14       1.878255805100e-14       5.645030764099e-15      -4.894719232250e-16 
  749       3.003468729846e-10       3.832672252925e-12      -1.814000647445e-11       1.198663094492e-14       1.869429801638e-14       5.641065511869e-15      -4.852280046741e-16 
  750       3.014582192923e-10       3.796736239738e-12      -1.813384760520e-11       1.200350532009e-14       1.860656968950e-14       5.636822546892e-15      -4.809533277060e-16 
  751       3.025660377830e-10       3.760622203795e-12      -1.812288848949e-11       1.202046640712e-14       1.851936809632e-14       5.632304811898e-15      -4.766492893925e-16 
  752       3.036697068562e-10       3.724348026935e-12      -1.810711414358e-11       1.203751155265e-14       1.843268814858e-14       5.627515295667e-15      -4.723173025013e-16 
  753       3.047685986620e-10       3.687931782981e-12      -1.808650972207e-11       1.205463806887e-14       1.834652464337e-14       5.622457033190e-15      -4.679587955490e-16 
  754       3.058620790805e-10       3.651391738377e-12      -1.806106051869e-11       1.207184323337e-14       1.826087226264e-14       5.617133105843e-15      -4.635752128530e-16 
  755       3.069495077014e-10       3.614746352818e-12      -1.803075196703e-11       1.208912428902e-14       1.817572557278e-14       5.611546641550e-15      -4.591680145846e-16 
  756       3.080302378041e-10       3.578014279886e-12      -1.799556964140e-11       1.210647844388e-14       1.809107902409e-14       5.605700814954e-15      -4.547386768207e-16 
  757       3.091036163371e-10       3.541214367684e-12      -1.795549925754e-11       1.212390287104e-14       1.800692695036e-14       5.599598847577e-15      -4.502886915962e-16 
  758       3.101689838977e-10       3.504365659467e-12      -1.791052667344e-11       1.214139470852e-14       1.792326356839e-14       5.593244007993e-15      -4.458195669570e-16 
  759       3.112256747117e-10       3.467487394278e-12      -1.786063789011e-11       1.215895105911e-14       1.784008297755e-14       5.586639611995e-15      -4.413328270119e-16 
  760       3.122730166131e-10       3.430599007582e-12      -1.780581905238e-11       1.217656899031e-14       1.775737915927e-14       5.579789022757e-15      -4.368300119849e-16 
  761       3.133103880138e-10       3.393719046361e-12      -1.774606595429e-11       1.219424548508e-14       1.767514677132e-14       5.572694885424e-15      -4.323124362788e-16 
  762       3.143373900498e-10       3.356861890329e-12      -1.768141275372e-11       1.221197729350e-14       1.759338354820e-14       5.565356814438e-15      -4.277804574723e-16 
  763       3.153536776950e-10       3.320040969121e-12      -1.761190380977e-11       1.222976107808e-14       1.751208794585e-14       5.557773662207e-15      -4.232341934135e-16 
  764       3.163589030612e-10       3.283269842542e-12      -1.753758423071e-11       1.224759346236e-14       1.743125835077e-14       5.549944280682e-15      -4.186737629419e-16 
  765       3.173527153896e-10       3.246562200977e-12      -1.745849987679e-11       1.226547103086e-14       1.735089307975e-14       5.541867521363e-15      -4.140992858906e-16 
  766       3.183347610428e-10       3.209931865799e-12      -1.737469736291e-11       1.228339032886e-14       1.727099037956e-14       5.533542235308e-15      -4.095108830887e-16 
  767       3.193046834960e-10       3.173392789779e-12      -1.728622406144e-11       1.230134786235e-14       1.719154842666e-14       5.524967273141e-15      -4.049086763636e-16 
  768       3.202621233282e-10       3.136959057492e-12      -1.719312810492e-11       1.231934009783e-14       1.711256532688e-14       5.516141485064e-15      -4.002927885434e-16 
  769       3.212067182141e-10       3.100644885731e-12      -1.709545838883e-11       1.233736346223e-14       1.703403911512e-14       5.507063720860e-15      -3.956633434590e-16 
  770       3.221381029155e-10       3.064464623910e-12      -1.699326457433e-11       1.235541434273e-14       1.695596775507e-14       5.497732829907e-15      -3.910204659465e-16 
  771       3.230559092726e-10       3.028432754478e-12      -1.688659709102e-11       1.237348908665e-14       1.687834913889e-14       5.488147661182e-15      -3.863642818494e-16 
  772       3.239597661957e-10       2.992563893325e-12      -1.677550713968e-11       1.239158400133e-14       1.680118108693e-14       5.478307063272e-15      -3.816949180214e-16 
  773       3.248492996565e-10       2.956872790191e-12      -1.666004669502e-11       1.240969535397e-14       1.672446134741e-14       5.468209884384e-15      -3.770125023279e-16 
  774       3.257241326798e-10       2.921374329077e-12      -1.654026850843e-11       1.242781937150e-14       1.664818759612e-14       5.457854972350e-15      -3.723171636491e-16 
  775       3.265838853348e-10       2.886083528651e-12      -1.641622611071e-11       1.244595224048e-14       1.657235743613e-14       5.447241174637e-15      -3.676090318816e-16 
  776       3.274281747266e-10       2.851015542659e-12      -1.628797381488e-11       1.246409010690e-14       1.649696839749e-14       5.436367338357e-15      -3.628882379413e-16 
  777       3.282566149877e-10       2.816185660334e-12      -1.615556671885e-11       1.248222907613e-14       1.642201793693e-14       5.425232310272e-15      -3.581549137655e-16 
  778       3.290688172696e-10       2.781609306804e-12      -1.601906070821e-11       1.250036521272e-14       1.634750343752e-14       5.413834936808e-15      -3.534091923148e-16 
  779       3.298643897343e-10       2.747302043500e-12      -1.587851245899e-11       1.251849454029e-14       1.627342220846e-14       5.402174064058e-15      -3.486512075763e-16 
  780       3.306429375455e-10       2.713279568567e-12      -1.573397944037e-11       1.253661304141e-14       1.619977148468e-14       5.390248537793e-15      -3.438810945650e-16 
  781       3.314040628603e-10       2.679557717272e-12      -1.558551991747e-11       1.255471665745e-14       1.612654842659e-14       5.378057203473e-15      -3.390989893265e-16 
  782       3.321473648208e-10       2.646152462413e-12      -1.543319295408e-11       1.257280128844e-14       1.605375011979e-14       5.365598906251e-15      -3.343050289395e-16 
  783       3.328724395453e-10       2.613079914728e-12      -1.527705841538e-11       1.259086279297e-14       1.598137357473e-14       5.352872490982e-15      -3.294993515177e-16 
  784       3.335788801199e-10       2.580356323303e-12      -1.511717697076e-11       1.260889698800e-14       1.590941572646e-14       5.339876802237e-15      -3.246820962125e-16 
  785       3.342662765902e-10       2.547998075981e-12      -1.495361009650e-11       1.262689964879e-14       1.583787343427e-14       5.326610684305e-15      -3.198534032149e-16 
  786       3.349342159524e-10       2.516021699774e-12      -1.478642007854e-11       1.264486650873e-14       1.576674348143e-14       5.313072981205e-15      -3.150134137582e-16 
  787       3.355822821451e-10       2.484443861268e-12      -1.461567001526e-11       1.266279325921e-14       1.569602257490e-14       5.299262536693e-15      -3.101622701200e-16 
  788       3.362100560405e-10       2.453281367032e-12      -1.444142382017e-11       1.268067554949e-14       1.562570734499e-14       5.285178194273e-15      -3.053001156248e-16 
  789       3.368171154364e-10       2.422551164031e-12      -1.426374622473e-11       1.269850898657e-14       1.555579434508e-14       5.270818797202e-15      -3.004270946460e-16 
  790       3.374030350469e-10       2.392270340030e-12      -1.408270278102e-11       1.271628913505e-14       1.548628005132e-14       5.256183188502e-15      -2.955433526083e-16 
  791       3.379673864947e-10       2.362456124007e-12      -1.389835986456e-11       1.273401151700e-14       1.541716086233e-14       5.241270210965e-15      -2.906490359902e-16 
  792       3.385097383019e-10       2.333125886559e-12      -1.371078467702e-11       1.275167161183e-14       1.534843309890e-14       5.226078707165e-15      -2.857442923262e-16 
  793       3.390296558821e-10       2.304297140311e-12      -1.352004524896e-11       1.276926485615e-14       1.528009300370e-14       5.210607519466e-15      -2.808292702088e-16 
  794       3.395267015312e-10       2.275987540328e-12      -1.332621044261e-11       1.278678664365e-14       1.521213674093e-14       5.194855490027e-15      -2.759041192914e-16 
  795       3.400004344197e-10       2.248214884521e-12      -1.312934995462e-11       1.280423232495e-14       1.514456039609e-14       5.178821460814e-15      -2.709689902901e-16 
  796       3.404504105833e-10       2.220997114055e-12      -1.292953431876e-11       1.282159720746e-14       1.507735997564e-14       5.162504273610e-15      -2.660240349862e-16 
  797       3.408761829153e-10       2.194352313762e-12      -1.272683490872e-11       1.283887655529e-14       1.501053140669e-14       5.145902770017e-15      -2.610694062285e-16 
  798       3.412773011571e-10       2.168298712546e-12      -1.252132394085e-11       1.285606558906e-14       1.494407053673e-14       5.129015791473e-15      -2.561052579357e-16 
  799       3.416533118907e-10       2.142854683794e-12      -1.231307447688e-11       1.287315948580e-14       1.487797313331e-14       5.111842179253e-15      -2.511317450986e-16 
  800       3.420038288535e-10       2.118036541216e-12      -1.210216088045e-11       1.289015374760e-14       1.481223542451e-14       5.094382048270e-15      -2.461491770276e-16 
  801       3.423287453096e-10       2.093851881452e-12      -1.188866019022e-11       1.290704531518e-14       1.474685573181e-14       5.076640633917e-15      -2.411584801567e-16 
  802       3.426280255356e-10       2.070306120845e-12      -1.167265077725e-11       1.292383147434e-14       1.468183286640e-14       5.058624515405e-15      -2.361607436855e-16 
  803       3.429016348518e-10       2.047404689004e-12      -1.145421189632e-11       1.294050948900e-14       1.461716559092e-14       5.040340348583e-15      -2.311570671298e-16 
  804       3.431495396274e-10       2.025153028802e-12      -1.123342368879e-11       1.295707660108e-14       1.455285261928e-14       5.021794866180e-15      -2.261485603528e-16 
  805       3.433717072846e-10       2.003556596366e-12      -1.101036718545e-11       1.297353003050e-14       1.448889261641e-14       5.002994878056e-15      -2.211363435960e-16 
  806       3.435681063036e-10       1.982620861081e-12      -1.078512430929e-11       1.298986697505e-14       1.442528419812e-14       4.983947271448e-15      -2.161215475100e-16 
  807       3.437387062272e-10       1.962351305580e-12      -1.055777787841e-11       1.300608461037e-14       1.436202593087e-14       4.964659011216e-15      -2.111053131857e-16 
  808       3.438834776653e-10       1.942753425745e-12      -1.032841160880e-11       1.302218008987e-14       1.429911633157e-14       4.945137140094e-15      -2.060887921853e-16 
  809       3.440023922998e-10       1.923832730696e-12      -1.009711011719e-11       1.303815054467e-14       1.423655386738e-14       4.925388778930e-15      -2.010731465731e-16 
  810       3.440954228888e-10       1.905594742797e-12      -9.863958923902e-12       1.305399308352e-14       1.417433695553e-14       4.905421126940e-15      -1.960595489471e-16 
  811       3.441625432720e-10       1.888044997641e-12      -9.629044455652e-12       1.306970479276e-14       1.411246396310e-14       4.885241461953e-15      -1.910491824691e-16 
  812       3.442037283746e-10       1.871189044055e-12      -9.392454048405e-12       1.308528273624e-14       1.405093320682e-14       4.864857140654e-15      -1.860432408964e-16 
  813       3.442189542123e-10       1.855032444093e-12      -9.154275950201e-12       1.310072395527e-14       1.398974295289e-14       4.844275598837e-15      -1.810429286126e-16 
  814       3.442081978962e-10       1.839580773029e-12      -8.914599323994e-12       1.311602546853e-14       1.392889141677e-14       4.823504351650e-15      -1.760494606585e-16 
  815       3.441714376369e-10       1.824839619359e-12      -8.673514250478e-12       1.313118427203e-14       1.386837676298e-14       4.802550993841e-15      -1.710640627634e-16 
  816       3.441086527495e-10       1.810814584792e-12      -8.431111730929e-12       1.314619733905e-14       1.380819710489e-14       4.781423200004e-15      -1.660879713756e-16 
  817       3.440198236583e-10       1.797511284248e-12      -8.187483690034e-12       1.316106162004e-14       1.374835050453e-14       4.760128724831e-15      -1.611224336940e-16 
  818       3.439049319012e-10       1.784935345855e-12      -7.942722978725e-12       1.317577404258e-14       1.368883497243e-14       4.738675403353e-15      -1.561687076986e-16 
  819       3.437639601347e-10       1.773092410944e-12      -7.696923377014e-12       1.319033151133e-14       1.362964846733e-14       4.717071151191e-15      -1.512280621818e-16 
  820       3.435968921380e-10       1.761988134044e-12      -7.450179596827e-12       1.320473090794e-14       1.357078889607e-14       4.695323964804e-15      -1.463017767793e-16 
  821       3.434037128185e-10       1.751628182882e-12      -7.202587284837e-12       1.321896909101e-14       1.351225411334e-14       4.673441921731e-15      -1.413911420011e-16 
  822       3.431844082155e-10       1.742018238372e-12      -6.954243025297e-12       1.323304289598e-14       1.345404192152e-14       4.651433180843e-15      -1.364974592626e-16 
  823       3.429389655057e-10       1.733163994619e-12      -6.705244342875e-12       1.324694913513e-14       1.339615007041e-14       4.629305982589e-15      -1.316220409156e-16 
  824       3.426673730071e-10       1.725071158912e-12      -6.455689705488e-12       1.326068459745e-14       1.333857625713e-14       4.607068649239e-15      -1.267662102789e-16 
  825       3.423696201845e-10       1.717745451716e-12      -6.205678527136e-12       1.327424604865e-14       1.328131812582e-14       4.584729585140e-15      -1.219313016701e-16 
  826       3.420456976531e-10       1.711192606674e-12      -5.955311170732e-12       1.328763023102e-14       1.322437326753e-14       4.562297276952e-15      -1.171186604358e-16 
  827       3.416955971843e-10       1.705418370601e-12      -5.704688950942e-12       1.330083386340e-14       1.316773921996e-14       4.539780293903e-15      -1.123296429832e-16 
  828       3.413193117094e-10       1.700428503480e-12      -5.453914137015e-12       1.331385364115e-14       1.311141346728e-14       4.517187288036e-15      -1.075656168105e-16 
  829       3.409168353249e-10       1.696228778456e-12      -5.203089955615e-12       1.332668623600e-14       1.305539343993e-14       4.494526994450e-15      -1.028279605387e-16 
  830       3.404881632966e-10       1.692824981835e-12      -4.952320593659e-12       1.333932829608e-14       1.299967651444e-14       4.471808231553e-15      -9.811806394192e-17 
  831       3.400332920650e-10       1.690222913080e-12      -4.701711201150e-12       1.335177644579e-14       1.294426001319e-14       4.449039901306e-15      -9.343732797864e-17 
  832       3.395522192490e-10       1.688428384805e-12      -4.451367894006e-12       1.336402728577e-14       1.288914120424e-14       4.426230989472e-15      -8.878716482278e-17 
  833       3.390449436514e-10       1.687447222772e-12      -4.201397756902e-12       1.337607739281e-14       1.283431730113e-14       4.403390565862e-15      -8.416899789463e-17 
  834       3.385114652631e-10       1.687285265887e-12      -3.951908846095e-12       1.338792331981e-14       1.277978546268e-14       4.380527784581e-15      -7.958426189187e-17 
  835       3.379517852680e-10       1.687948366198e-12      -3.703010192264e-12       1.339956159571e-14       1.272554279277e-14       4.357651884277e-15      -7.503440282054e-17 
  836       3.373659060473e-10       1.689442388888e-12      -3.454811803342e-12       1.341098872539e-14       1.267158634018e-14       4.334772188390e-15      -7.052087802610e-17 
  837       3.367538311846e-10       1.691773212273e-12      -3.207424667349e-12       1.342220118969e-14       1.261791309834e-14       4.311898105391e-15      -6.604515622440e-17 
  838       3.361155654701e-10       1.694946727797e-12      -2.960960755226e-12       1.343319544524e-14       1.256452000519e-14       4.289039129040e-15      -6.160871753268e-17 
  839       3.354511580299e-10       1.698966864415e-12      -2.715524674981e-12       1.344396846872e-14       1.251140432703e-14       4.266202792905e-15      -5.721269766416e-17 
  840       3.347608325245e-10       1.703829624068e-12      -2.471188469243e-12       1.345451939992e-14       1.245856481805e-14       4.243388494445e-15      -5.285681366373e-17 
  841       3.340448592242e-10       1.709528942443e-12      -2.228016384902e-12       1.346484792708e-14       1.240600058059e-14       4.220593563983e-15      -4.854041954573e-17 
  842       3.333035121024e-10       1.716058654840e-12      -1.986073183480e-12       1.347495374532e-14       1.235371068277e-14       4.197815300588e-15      -4.426286040733e-17 
  843       3.325370688473e-10       1.723412495833e-12      -1.745424142537e-12       1.348483655662e-14       1.230169415829e-14       4.175050971977e-15      -4.002347239899e-17 
  844       3.317458108738e-10       1.731584098933e-12      -1.506135057090e-12       1.349449606987e-14       1.224995000634e-14       4.152297814409e-15      -3.582158269483e-17 
  845       3.309300233360e-10       1.740566996243e-12      -1.268272241022e-12       1.350393200092e-14       1.219847719148e-14       4.129553032586e-15      -3.165650946309e-17 
  846       3.300899951386e-10       1.750354618122e-12      -1.031902528493e-12       1.351314407256e-14       1.214727464346e-14       4.106813799551e-15      -2.752756183650e-17 
  847       3.292260189495e-10       1.760940292839e-12      -7.970932753564e-13       1.352213201458e-14       1.209634125711e-14       4.084077256591e-15      -2.343403988274e-17 
  848       3.283383912112e-10       1.772317246240e-12      -5.639123605662e-13       1.353089556380e-14       1.204567589222e-14       4.061340513128e-15      -1.937523457483e-17 
  849       3.274274121532e-10       1.784478601401e-12      -3.324281875930e-13       1.353943446408e-14       1.199527737338e-14       4.038600646624e-15      -1.535042776156e-17 
  850       3.264933858040e-10       1.797417378292e-12      -1.027096858347e-13       1.354774846637e-14       1.194514448988e-14       4.015854702478e-15      -1.135889213788e-17 
  851       3.255366200027e-10       1.811126493436e-12       1.251736879708e-13       1.355583732871e-14       1.189527599551e-14       3.993099693923e-15      -7.399891215363e-18 
  852       3.245574264114e-10       1.825598759566e-12       3.511519483341e-13       1.356370081629e-14       1.184567060852e-14       3.970332601928e-15      -3.472679292569e-18 
  853       3.235561205272e-10       1.840826885287e-12       5.751545796009e-13       1.357133870145e-14       1.179632701141e-14       3.947550375094e-15       4.234985745036e-19 
  854       3.225330216940e-10       1.856803474737e-12       7.971105345410e-13       1.357875076374e-14       1.174724385083e-14       3.924749929553e-15       4.289406602016e-18 
  855       3.214884531143e-10       1.873521027243e-12       1.016948232935e-12       1.358593678992e-14       1.169841973744e-14       3.901928148870e-15       8.125818307868e-18 
  856       3.204227418619e-10       1.890971936984e-12       1.234595560163e-12       1.359289657400e-14       1.164985324577e-14       3.879081883936e-15       1.193351654129e-17 
  857       3.193362188931e-10       1.909148492648e-12       1.449979865792e-12       1.359962991726e-14       1.160154291409e-14       3.856207952873e-15       1.571329351240e-17 
  858       3.182292190592e-10       1.928042877094e-12       1.663027962162e-12       1.360613662830e-14       1.155348724430e-14       3.833303140927e-15       1.946595082185e-17 
  859       3.171020811184e-10       1.947647167012e-12       1.873666122978e-12       1.361241652304e-14       1.150568470175e-14       3.810364200372e-15       2.319229949032e-17 
  860       3.159551477477e-10       1.967953332578e-12       2.081820081893e-12       1.361846942477e-14       1.145813371514e-14       3.787387850406e-15       2.689315998818e-17 
  861       3.147887655549e-10       1.988953237120e-12       2.287415031099e-12       1.362429516417e-14       1.141083267637e-14       3.764370777048e-15       3.056936226504e-17 
  862       3.136032850906e-10       2.010638636773e-12       2.490375619912e-12       1.362989357933e-14       1.136377994043e-14       3.741309633040e-15       3.422174577934e-17 
  863       3.123990608605e-10       2.033001180142e-12       2.690625953364e-12       1.363526451581e-14       1.131697382522e-14       3.718201037746e-15       3.785115952791e-17 
  864       3.111764513368e-10       2.056032407960e-12       2.888089590786e-12       1.364040782661e-14       1.127041261147e-14       3.695041577046e-15       4.145846207560e-17 
  865       3.099358189708e-10       2.079723752746e-12       3.082689544399e-12       1.364532337226e-14       1.122409454258e-14       3.671827803242e-15       4.504452158484e-17 
  866       3.086775302045e-10       2.104066538468e-12       3.274348277900e-12       1.365001102082e-14       1.117801782448e-14       3.648556234950e-15       4.861021584521e-17 
  867       3.074019554827e-10       2.129051980201e-12       3.462987705051e-12       1.365447064791e-14       1.113218062550e-14       3.625223357002e-15       5.215643230305e-17 
  868       3.061094692651e-10       2.154671183787e-12       3.648529188266e-12       1.365870213673e-14       1.108658107624e-14       3.601825620345e-15       5.568406809101e-17 
  869       3.048004500382e-10       2.180915145495e-12       3.830893537199e-12       1.366270537810e-14       1.104121726945e-14       3.578359441940e-15       5.919403005768e-17 
  870       3.034752803274e-10       2.207774751678e-12       4.010001007333e-12       1.366648027049e-14       1.099608725987e-14       3.554821204657e-15       6.268723479714e-17 
  871       3.021343467087e-10       2.235240778437e-12       4.185771298563e-12       1.367002672004e-14       1.095118906411e-14       3.531207257179e-15       6.616460867856e-17 
  872       3.007780398211e-10       2.263303891279e-12       4.358123553791e-12       1.367334464060e-14       1.090652066052e-14       3.507513913899e-15       6.962708787576e-17 
  873       2.994067543785e-10       2.291954644774e-12       4.526976357509e-12       1.367643395374e-14       1.086207998905e-14       3.483737454815e-15       7.307561839682e-17 
  874       2.980208891813e-10       2.321183482220e-12       4.692247734387e-12       1.367929458880e-14       1.081786495110e-14       3.459874125434e-15       7.651115611366e-17 
  875       2.966208471289e-10       2.350980735297e-12       4.853855147862e-12       1.368192648290e-14       1.077387340944e-14       3.435920136669e-15       7.993466679162e-17 
  876       2.952070352316e-10       2.381336623730e-12       5.011715498725e-12       1.368432958097e-14       1.073010318800e-14       3.411871664736e-15       8.334712611903e-17 
  877       2.937798646222e-10       2.412241254950e-12       5.165745123710e-12       1.368650383580e-14       1.068655207181e-14       3.387724851056e-15       8.674951973682e-17 
  878       2.923397459899e-10       2.443684063409e-12       5.315871609741e-12       1.368844958388e-14       1.064321807339e-14       3.363477141734e-15       9.014249187050e-17 
  879       2.908870757721e-10       2.475652119013e-12       5.462069454829e-12       1.369016867977e-14       1.060010023730e-14       3.339131330629e-15       9.352528476340e-17 
  880       2.894222497564e-10       2.508131789889e-12       5.604324997305e-12       1.369166338068e-14       1.055719784874e-14       3.314691583307e-15       9.689678166811e-17 
  881       2.879456676500e-10       2.541109299753e-12       5.742624654326e-12       1.369293597238e-14       1.051451016806e-14       3.290162103661e-15       1.002558566209e-16 
  882       2.864577330908e-10       2.574570727479e-12       5.876954922295e-12       1.369398876933e-14       1.047203643069e-14       3.265547134014e-15       1.036013744164e-16 
  883       2.849588536587e-10       2.608502006676e-12       6.007302377292e-12       1.369482411475e-14       1.042977584703e-14       3.240850955228e-15       1.069321905831e-16 
  884       2.834494408872e-10       2.642888925255e-12       6.133653675494e-12       1.369544438069e-14       1.038772760237e-14       3.216077886810e-15       1.102471513578e-16 
  885       2.819299102739e-10       2.677717125006e-12       6.255995553603e-12       1.369585196815e-14       1.034589085679e-14       3.191232287020e-15       1.135450936605e-16 
  886       2.804006812929e-10       2.712972101169e-12       6.374314829270e-12       1.369604930715e-14       1.030426474509e-14       3.166318552979e-15       1.168248450699e-16 
  887       2.788621774049e-10       2.748639202004e-12       6.488598401517e-12       1.369603885680e-14       1.026284837664e-14       3.141341120773e-15       1.200852237978e-16 
  888       2.773148260696e-10       2.784703628371e-12       6.598833251168e-12       1.369582310542e-14       1.022164083537e-14       3.116304465563e-15       1.233250386642e-16 
  889       2.757590587561e-10       2.821150433292e-12       6.705006441270e-12       1.369540457060e-14       1.018064117961e-14       3.091213101689e-15       1.265430890726e-16 
  890       2.741953109546e-10       2.857964521534e-12       6.807105117517e-12       1.369478579931e-14       1.013984844202e-14       3.066071582782e-15       1.297381649841e-16 
